# Wordlist

# DATA
ID	WEIGHTS	FORM	VALUE	ALIGNMENT	CONCEPT_IN_SOURCE	LANGID	TOKENS	IPA	DUPLICATES	SONARS	COGID	PROSTRINGS	NUMBERS	CONCEPT_FRENCH	CONCEPTICON_ID	DOCULECT	CLASSES	CONCEPT	BORROWINGS	AUTOCOGID
814	1.6 3.0 1.3 3.0 1.0	tɔ́:sê	tɔ́:-sê: (-sé:-gè)	t ɔː ⁵ - s ( - ) e ⁵¹	bow (for arrow)	25	t ɔː s e ⁵¹	tɔ́:sê	0	1 7 3 7 8	740	AXBYT	25.T.C 25.U.V 25.S.C 25.E.V 25.3.T	arc (pour les flèches)	994	Penange	TUSE3	BOW	SONG	698
815	1.6 3.0 1.0 1.1 0.5 0.0 3.0 1.0	tòŋg-ò	tòŋg-ò	t o ¹ ŋ ɡ ( + ) o ¹	[n] bow (for arrows)	28	t ɔ ⁵ ŋ ɡ + ɔ ⁵	tòŋg-ò	0	1 7 8 4 1 9 7 8	740	AXTLN_XT	28.T.C 28.U.V 28.6.T 28.N.c 28.K.c 28._._ 28.U.V 28.6.T	arc (pour les flèches).	994	Songhai_Senni	TU6NK_U6	BOW		699
816	1.6 3.0 1.0 1.1 0.5 0.0 3.0 1.0	tɔ́ŋg-ɔ́	tɔ́ŋg-ɔ́	t ɔ ⁵ ŋ ɡ ( + ) ɔ ⁵	[n] bow (for arrows)	28	t o ¹ ŋ ɡ + o ¹	tɔ́ŋg-ɔ́	0	1 7 8 4 1 9 7 8	740	AXTLN_XT	28.T.C 28.U.V 28.6.T 28.N.c 28.K.c 28._._ 28.U.V 28.6.T	arc (pour les flèches).	994	Songhai_Senni	TU6NK_U6	BOW	SONG	699
9158	1.6 3.0 1.0 1.3 3.0 1.0	tɔ̀ŋɛ̀	tɔ̀ŋɛ̀	t ɔ ¹ ŋ - ( - ) ɛ ¹		3	t ɔ ¹ ŋ ɛ ¹	tɔ̀ŋɛ̀	0	1 7 8 4 7 8	740	AXTBYT	3.T.C 3.U.V 3.6.T 3.N.C 3.E.V 3.6.T		994	Bangime	TU6NE6	BOW	SONG	687
9530	1.6 3.0 1.0 1.3 3.0 1.0	kálá	kálá	k a ¹ l a ¹ - - -		2	k a ⁵ l a ⁵	kálá	0	1 7 8 5 7 8	8747	AXTBYT	2.K.C 2.A.V 2.6.T 2.L.C 2.A.V 2.6.T		994	Bambara	KA6LA6	BOW		686
9713	1.6 3.0 1.0 1.1 1.3 3.0 1.0	tóŋgó	tóŋgó / tòŋg-ǒ:	t o ⁵ ŋ ɡ ( - ) o ⁵		27	t o ⁵ ŋ ɡ o ⁵	tóŋgó	0	1 7 8 4 1 7 8	740	AXTMBYT	27.T.C 27.U.V 27.6.T 27.N.c 27.K.C 27.U.V 27.6.T	arc et flèche	994	Songhai_Kiini	TU6NKU6	BOW		699
#
817	1.6 3.0 1.0 1.3 3.0 1.0	sògó	sògó	s o ¹ ɡ o ⁵ - - - - - - - - - - - - - - - -	breakfast	29	s o ¹ ɡ o ⁵	sògó	0	3 7 8 1 7 8	8738	AXTBYT	29.S.C 29.U.V 29.6.T 29.K.C 29.U.V 29.6.T	donner à déjeuner, déjeuner	1322	Soninke	SU6KU6	BREAKFAST		717
818	1.6 3.0 1.0 1.3 3.0 1.0	kàtú	kàtú	k a ¹ t u ⁵ - - - - - - - - ( - - - - - - - - )	breakfast	35	k a ¹ t u ⁵	kàtú	0	1 7 8 1 7 8	8739	AXTBYT	35.K.C 35.A.V 35.6.T 35.T.C 35.Y.V 35.6.T	petit déjeuner	1322	Toro_Tegu	KA6TY6	BREAKFAST		710
819	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 0.5	ɔ̀mɔ̀-ɲɛ̌yⁿ	ɔ̀mɔ̀-ɲɛ̌yⁿ	ɔ ¹ m ɔ ¹ + ɲ ɛ ¹⁵ j ∼	breakfast	5	ɔ ¹ m ɔ ¹ + ɲ ɛ ¹⁵ j ∼	ɔ̀mɔ̀-ɲɛ̌yⁿ	0	7 8 4 7 8 9 4 7 8 6 4	759	XTBYT_AXTLN	5.U.V 5.6.T 5.M.C 5.U.V 5.6.T 5._._ 5.N.C 5.E.V 5.2.T 5.J.c 5.9.c	petit déjeuner	1322	Ben_Tey	U6MU6_NE2J9	BREAKFAST		706
820	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	kɔ̀:jɛ̀-gómbò	kɔ̀:jɛ̀-gómbò	- - - - - - - k ɔː ¹ dʒ ɛ ¹ - ( + ɡ o ⁵ m b o ¹ )	breakfast	4	k ɔː ¹ dʒ ɛ ¹ + ɡ o ⁵ m b o ¹	kɔ̀:jɛ̀-gómbò	0	1 7 8 1 7 8 9 1 7 8 4 1 7 8	762	AXTBYT_AXTMBYT	4.K.C 4.U.V 4.6.T 4.T.C 4.E.V 4.6.T 4._._ 4.K.C 4.U.V 4.6.T 4.M.c 4.P.C 4.U.V 4.6.T	petit déjeuner	1322	Bankan_Tey	KU6TE6_KU6MPU6	BREAKFAST		705
821	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0 1.1 0.5 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	kɔ̀rⁿɔ̀ŋɔ̀yⁿ_dàrgá	kɔ̀rⁿɔ̀ŋɔ̀yⁿ dàrgá, dàrgá	( k ɔ ¹ r̃ ∼ ɔ ¹ ŋ ɔ ¹ j ∼ _ ) d a ¹ r - - ɡ a ⁵	breakfast	24	k ɔ ¹ r̃ ∼ ɔ ¹ ŋ ɔ ¹ j ∼ _ d a ¹ r ɡ a ⁵	kɔ̀rⁿɔ̀ŋɔ̀yⁿ_dàrgá	0	1 7 8 5 4 7 8 4 7 8 6 4 9 1 7 8 5 1 7 8	766	AXTMBYTBYTLN_AXTMBYT	24.K.C 24.U.V 24.6.T 24.R.c 24.9.C 24.U.V 24.6.T 24.N.C 24.U.V 24.6.T 24.J.c 24.9.c 24._._ 24.T.C 24.A.V 24.6.T 24.R.c 24.K.C 24.A.V 24.6.T	petit déjeuner	1322	Nanga	KU6R9U6NU6J9_TA6RKA6	BREAKFAST	BAM	713
822	1.6 3.0 1.0 1.3 3.0 1.0	kó:jò	kó:jò	- - - - - - - k oː ⁵ dʒ o ¹ - ( - - - - - - - - )	breakfast	26	k oː ⁵ dʒ o ¹	kó:jò	0	1 7 8 1 7 8	762	AXTBYT	26.K.C 26.U.V 26.6.T 26.T.C 26.U.V 26.6.T	petit déjeuner	1322	Perge_Tegu	KU6TU6	BREAKFAST		710
823	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	yèysè:_yⁿǎ:	yèysè: yⁿǎ:	j e ¹ j s eː ¹ _ j ∼ aː ¹⁵	breakfast	19	j e ¹ j s eː ¹ _ j ∼ aː ¹⁵	yèysè:_yⁿǎ:	0	6 7 8 6 3 7 8 9 6 4 7 8	761	AXTMBYT_ACYT	19.J.C 19.E.V 19.6.T 19.J.c 19.S.C 19.E.V 19.6.T 19._._ 19.J.C 19.9.C 19.A.V 19.2.T	petit déjeuner	1322	Gourou	JE6JSE6_J9A2	BREAKFAST		709
824	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	à:gà-ɲǎ:	à:gà-ɲǎ:	aː ¹ ɡ a ¹ + ɲ aː ¹⁵ - - -	breakfast	32	aː ¹ ɡ a ¹ + ɲ aː ¹⁵	à:gà-ɲǎ:	0	7 8 1 7 8 9 4 7 8	763	XTBYT_AXT	32.A.V 32.6.T 32.K.C 32.A.V 32.6.T 32._._ 32.N.C 32.A.V 32.2.T	petit déjeuner	1322	Togo_Kan	A6KA6_NA2	BREAKFAST		720
825	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	dàràgá	dàràgá, kìnɛ̀-tɛ̀gú	( - - - - - - - - - - - - - ) d a ¹ r a ¹ ɡ a ⁵	breakfast	37	d a ¹ r a ¹ ɡ a ⁵	dàràgá	0	1 7 8 5 7 8 1 7 8	766	AXTBYTBYT	37.T.C 37.A.V 37.6.T 37.R.C 37.A.V 37.6.T 37.K.C 37.A.V 37.6.T	petit déjeuner	1322	Yorno_So	TA6RA6KA6	BREAKFAST	BAM	703
826	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	àgà_tàbú	àgà tàbú, dàràgá	a ¹ ɡ a ¹ + t a ¹ b u ⁵	breakfast	33	a ¹ ɡ a ¹ _ t a ¹ b u ⁵	àgà_tàbú	0	7 8 1 7 8 9 1 7 8 1 7 8	763	XTBYT_AXTBYT	33.A.V 33.6.T 33.K.C 33.A.V 33.6.T 33._._ 33.T.C 33.A.V 33.6.T 33.P.C 33.Y.V 33.6.T	petit déjeuner	1322	Tommo_So	A6KA6_TA6PY6	BREAKFAST		712
827	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.5	tájùgòl	tájùgòl	t a ⁵ dʒ u ¹ - ɡ o ¹ - - - l ( - - - - - - - - )	breakfast	36	t a ⁵ dʒ u ¹ ɡ o ¹ l	tájùgòl	0	1 7 8 1 7 8 1 7 8 5	762	AXTBYTBYTN	36.T.C 36.A.V 36.6.T 36.T.C 36.Y.V 36.6.T 36.K.C 36.U.V 36.6.T 36.L.c	petit déjeuner	1322	Yanda_Dom	TA6TY6KU6L	BREAKFAST	FUL	723
828	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	ègà-tábù:	ègà-tábù:	e ¹ ɡ a ¹ + t a ⁵ b uː ¹	breakfast	23	e ¹ ɡ a ¹ + t a ⁵ b uː ¹	ègà-tábù:	0	7 8 1 7 8 9 1 7 8 1 7 8	763	XTBYT_AXTBYT	23.E.V 23.6.T 23.K.C 23.A.V 23.6.T 23._._ 23.T.C 23.A.V 23.6.T 23.P.C 23.Y.V 23.6.T	petit déjeuner	1322	Najamba	E6KA6_TA6PY6	BREAKFAST		712
829	1.6 3.0 1.3 3.0 1.0	kɔ́:jɔ̀	kɔ́:jɔ̀	- - - - - - - k ɔː - dʒ ɔ ¹ - ( - - - - - - - - )	breakfast	20	k ɔː dʒ ɔ ¹	kɔ́:jɔ̀	0	1 7 1 7 8	762	AXBYT	20.K.C 20.U.V 20.T.C 20.U.V 20.6.T	petit déjeuner	1322	Jamsay	KUTU6	BREAKFAST	FUL	710
830	2.0 1.5 1.1 1.75 1.3 1.3 1.75 0.8	pummaari	pummaari	p u m m a: r i	breakfast	18	p u m m a a r i	pummaari	0	1 7 4 4 7 7 5 7	8737	AXMBYYBZ	18.P.C 18.Y.V 18.M.c 18.M.C 18.A.V 18.A.V 18.R.C 18.I.V	petit déjeuner	1322	Fulfulde	PYMMAARI	BREAKFAST		708
831	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.3 1.75 0.8	taʄu-kooye	taʄu-kooye	t a ʄ u + k o: j e	breakfast	18	t a ʄ u + k o o j e	taʄu-kooye	0	1 7 2 7 9 1 7 7 6 7	772	AXBZ_AXYBZ	18.T.C 18.A.V 18.C.C 18.Y.V 18._._ 18.K.C 18.U.V 18.U.V 18.J.C 18.E.V	petit déjeuner	1322	Fulfulde	TACY_KUUJE	BREAKFAST		725
9159	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 0.5	táj-kòj	táj-kòj	t a ⁵ dʒ - - + k o ¹ dʒ - - - ( - - - - - - - - )		3	t a ⁵ dʒ + k o ¹ dʒ	táj-kòj	0	1 7 8 1 9 1 7 8 1	762	AXTN_AXTN	3.T.C 3.A.V 3.6.T 3.T.c 3._._ 3.K.C 3.U.V 3.6.T 3.T.c		1322	Bangime	TA6T_KU6T	BREAKFAST	FUL	704
9160	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	dàràká	dàràká	( - - - - - - - - - - - - - ) d a ¹ r a ¹ k a ⁵		2	d a ¹ r a ¹ k a ⁵	dàràká	0	1 7 8 5 7 8 1 7 8	766	AXTBYTBYT	2.T.C 2.A.V 2.6.T 2.R.C 2.A.V 2.6.T 2.K.C 2.A.V 2.6.T		1322	Bambara	TA6RA6KA6	BREAKFAST		703
9162	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	dàràgá	dàràgá	( - - - - - - - - - - - - - ) d a ¹ r a ¹ ɡ a ⁵		16	d a ¹ r a ¹ ɡ a ⁵	dàràgá	0	1 7 8 5 7 8 1 7 8	766	AXTBYTBYT	16.T.C 16.A.V 16.6.T 16.R.C 16.A.V 16.6.T 16.K.C 16.A.V 16.6.T		1322	Dogul_Dom	TA6RA6KA6	BREAKFAST	BAM	703
9163	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	dàràká	dàràká	( - - - - - - - - - - - - - ) d a ¹ r a ¹ k a ⁵		30	d a ¹ r a ¹ k a ⁵	dàràká	0	1 7 8 5 7 8 1 7 8	766	AXTBYTBYT	30.T.C 30.A.V 30.6.T 30.R.C 30.A.V 30.6.T 30.K.C 30.A.V 30.6.T		1322	Tebul_Ure	TA6RA6KA6	BREAKFAST	BAM	703
9164	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	dàràgá	dàràgá	( - - - - - - - - - - - - - ) d a ¹ r a ¹ ɡ a ⁵		31	d a ¹ r a ¹ ɡ a ⁵	dàràgá	0	1 7 8 5 7 8 1 7 8	766	AXTBYTBYT	31.T.C 31.A.V 31.6.T 31.R.C 31.A.V 31.6.T 31.K.C 31.A.V 31.6.T		1322	Tiranige_Diga	TA6RA6KA6	BREAKFAST	BAM	703
9165	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	tájú-gó:jì	tájú-gó:jì	t a ⁵ dʒ u ⁵ + ɡ o ⁵: dʒ i ¹ - ( - - - - - - - - )		22	t a ⁵ dʒ u ⁵ + ɡ oː ⁵ dʒ i ¹	tájú-gó:jì	0	1 7 8 1 7 8 9 1 7 8 1 7 8	762	AXTBYT_AXTBYT	22.T.C 22.A.V 22.6.T 22.T.C 22.Y.V 22.6.T 22._._ 22.K.C 22.U.V 22.6.T 22.T.C 22.I.V 22.6.T		1322	Mombo	TA6TY6_KU6TI6	BREAKFAST	FUL	704
9166	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.5	tájí-kó:jôl	tájí-kó:jôl	t a ⁵ dʒ u ⁵ + k o ⁵: dʒ o ⁵¹ l ( - - - - - - - - )		25	t a ⁵ dʒ i ⁵ + k oː ⁵ dʒ o ⁵¹ l	tájí-kó:jôl	0	1 7 8 1 7 8 9 1 7 8 1 7 8 5	762	AXTBYT_AXTBYTN	25.T.C 25.A.V 25.6.T 25.T.C 25.I.V 25.6.T 25._._ 25.K.C 25.U.V 25.6.T 25.T.C 25.U.V 25.3.T 25.L.c		1322	Penange	TA6TI6_KU6TU3L	BREAKFAST	FUL	704
9584	1.6 3.0 1.0 1.1 1.3 3.0 1.0	fúmmɛ̀	fúmmɛ̀	f u ⁵ m m ɛ ¹	[intr] eat breakfast	27	f u ⁵ m m ɛ ¹	fúmmɛ̀	0	3 7 8 4 4 7 8	769	AXTMBYT	27.B.C 27.Y.V 27.6.T 27.M.c 27.M.C 27.E.V 27.6.T	prendre le petit déjeuner [synonymous with	1322	Songhai_Kiini	BY6MME6	BREAKFAST		716
#
832	1.6 3.0 1.0 0.5 0.0 3.0 1.0	fòf-ò	fòf-ò	f o ¹ f ( + ) o ¹	(female) breast	28	f o ¹ f + o ¹	fòf-ò	0	3 7 8 3 9 7 8	802	AXTN_XT	28.B.C 28.U.V 28.6.T 28.B.c 28._._ 28.U.V 28.6.T	sein	1402	Songhai_Senni	BU6B_U6	BREAST		750
833	2.0 1.5 1.1 1.75 1.3 0.8	hoⁿŋoⁿ	hoⁿŋoⁿ	h o ∼ ŋ - o ∼	breast	7	h o ∼ ŋ o ∼	hoⁿŋoⁿ	0	3 7 4 4 7 4	797	AXMBYN	7.H.C 7.U.V 7.9.c 7.N.C 7.U.V 7.9.c	sein	1402	Bozo_Hainyaxo	HU9NU9	BREAST		731
834	2.0 1.5 1.1 1.75 1.3 0.8	kaⁿnuⁿ	kaⁿnuⁿ	k ã ∼ n ũ ∼	breast	11	k ã ∼ n ũ ∼	kaⁿnuⁿ	0	1 7 4 4 7 4	777	AXMBYN	11.K.C 11.A.V 11.9.c 11.N.C 11.Y.V 11.9.c	sein	1402	Bozo_Pondori_nord	KA9NY9	BREAST		730
835	1.5 0.8	xee	xee	- e: - - - -	breast	14	e e	xee	0	7 7	777	XZ	14.E.V 14.E.V	sein	1402	Bozo_Tieyaxo	EE	BREAST		737
836	2.0 1.5 1.1 1.75 1.3 0.8	kaⁿnuⁿ	kaⁿnuⁿ	k ã ∼ n ũ ∼	breast	12	k ã ∼ n ũ ∼	kaⁿnuⁿ	1	1 7 4 4 7 4	777	AXMBYN	12.K.C 12.A.V 12.9.c 12.N.C 12.Y.V 12.9.c	sein	1402	Bozo_Pondori_sud	KA9NY9	BREAST		730
837	2.0 1.5 1.1 1.75 1.3 0.8	kaⁿnuⁿ	kaⁿnuⁿ	k ã ∼ n ũ ∼	breast	10	k ã ∼ n ũ ∼	kaⁿnuⁿ	0	1 7 4 4 7 4	777	AXMBYN	10.K.C 10.A.V 10.9.c 10.N.C 10.Y.V 10.9.c	sein	1402	Bozo_Kotya	KA9NY9	BREAST		730
838	2.0 1.5 0.8	kee	kee	k e: - - - -	breast	13	k e e	kee	0	1 7 7	777	AXZ	13.K.C 13.E.V 13.E.V	sein	1402	Bozo_Tiema_Cewe	KEE	BREAST		737
839	2.0 1.5 1.1 1.75 1.3 0.8	kaⁿnuⁿ	kaⁿnuⁿ	k ã ∼ n ũ ∼	breast	6	k ã ∼ n ũ ∼	kaⁿnuⁿ	0	1 7 4 4 7 4	777	AXMBYN	6.K.C 6.A.V 6.9.c 6.N.C 6.Y.V 6.9.c	sein	1402	Bozo_Debo	KA9NY9	BREAST		730
840	2.0 1.5 1.1 1.75 1.3 0.8	kaⁿnuⁿ	kaⁿnuⁿ	k ã ∼ n ũ ∼	breast	8	k ã ∼ n ũ ∼	kaⁿnuⁿ	0	1 7 4 4 7 4	777	AXMBYN	8.K.C 8.A.V 8.9.c 8.N.C 8.Y.V 8.9.c	sein	1402	Bozo_Korondougou_nord	KA9NY9	BREAST		730
841	2.0 1.5 1.1 1.75 1.3 0.8	kaⁿnuⁿ	kaⁿnuⁿ	k ã ∼ n ũ ∼	breast	9	k ã ∼ n ũ ∼	kaⁿnuⁿ	0	1 7 4 4 7 4	777	AXMBYN	9.K.C 9.A.V 9.9.c 9.N.C 9.Y.V 9.9.c	sein	1402	Bozo_Korondougou_sud	KA9NY9	BREAST		730
842	1.6 3.0 1.0 1.1 1.3 3.0 1.0	kòmbô	kòmbô	k o !¹ m b o !⁵¹	breast	29	k o ¹ m b o ⁵¹	kòmbô	0	1 7 8 4 1 7 8	797	AXTMBYT	29.K.C 29.U.V 29.6.T 29.M.c 29.P.C 29.U.V 29.3.T	sein	1402	Soninke	KU6MPU3	BREAST		751
843	1.6 3.0 1.0 1.3 3.0 1.0	súɥɛ́	súɥɛ́	s u ⁵ ɥ ɛ ⁵	female breast	3	s u ⁵ ɥ ɛ ⁵	súɥɛ́	0	3 7 8 6 7 8	775	AXTBYT	3.S.C 3.Y.V 3.6.T 3.J.C 3.E.V 3.6.T	sein de femme	1402	Bangime	SY6JE6	BREAST		728
844	1.5 1.1 1.1 1.75 0.8	enndu	enndu	e n: d u	female breast	18	e n n d u	enndu	0	7 4 4 1 7	788	XLMBZ	18.E.V 18.N.c 18.N.c 18.T.C 18.Y.V	sein de femme	1402	Fulfulde	ENNTY	BREAST		741
845	1.6 3.0 1.0 1.3 3.0 1.0	kānū	kānū (1)	k a !³ n u !³	female breast	21	k a ³ n u ³	kānū	0	1 7 8 4 7 8	777	AXTBYT	21.K.C 21.A.V 21.6.T 21.N.C 21.Y.V 21.6.T	sein de femme	1402	Jenaama	KA6NY6	BREAST		730
846	3.0 1.0 1.3 3.0 1.0	írù	írù	i ⁵ r u ¹	female breast	20	i ⁵ r u ¹	írù	0	7 8 5 7 8	776	XTBYT	20.I.V 20.6.T 20.R.C 20.Y.V 20.6.T	sein de femme	1402	Jamsay	I6RY6	BREAST		729
847	3.0 1.0 1.3 3.0 1.0	írù	írù	i ⁵ r u ¹	female breast	37	i ⁵ r u ¹	írù	0	7 8 5 7 8	776	XTBYT	37.I.V 37.6.T 37.R.C 37.Y.V 37.6.T	sein de femme	1402	Yorno_So	I6RY6	BREAST		729
848	3.0 1.0 1.3 3.0 1.0	írù	írù	i ⁵ r u ¹	female breast	35	i ⁵ r u ¹	írù	0	7 8 5 7 8	776	XTBYT	35.I.V 35.6.T 35.R.C 35.Y.V 35.6.T	sein de la femme	1402	Toro_Tegu	I6RY6	BREAST		729
849	3.0 1.0 1.3 3.0 1.0	úrù	úrù	u ⁵ r u ¹	female breast	4	u ⁵ r u ¹	úrù	0	7 8 5 7 8	776	XTBYT	4.Y.V 4.6.T 4.R.C 4.Y.V 4.6.T	sein de la femme	1402	Bankan_Tey	Y6RY6	BREAST		729
850	3.0 1.0 1.3 3.0 1.0	úrî	úrî	u ⁵ r i ⁵¹	female breast	24	u ⁵ r i ⁵¹	úrî	0	7 8 5 7 8	776	XTBYT	24.Y.V 24.6.T 24.R.C 24.I.V 24.3.T	sein de la femme	1402	Nanga	Y6RI3	BREAST		729
851	3.0 1.0 0.5	ɛ̂m	ɛ̂m	ɛ ¹⁵ m - - -	female breast	26	ɛ ¹⁵ m	ɛ̂m	0	7 8 4	773	XTN	26.E.V 26.2.T 26.M.c	sein de la femme	1402	Perge_Tegu	E2M	BREAST		748
852	3.0 1.0 1.3 3.0 1.0	írí	írí	i ⁵ r i ⁵	female breast	32	i ⁵ r i ⁵	írí	0	7 8 5 7 8	776	XTBYT	32.I.V 32.6.T 32.R.C 32.I.V 32.6.T	sein de la femme	1402	Togo_Kan	I6RI6	BREAST		729
853	3.0 1.0 1.3 3.0 1.0	írú	írú	i ⁵ r u ⁵	female breast	33	i ⁵ r u ⁵	írú	0	7 8 5 7 8	776	XTBYT	33.I.V 33.6.T 33.R.C 33.Y.V 33.6.T	sein de la femme	1402	Tommo_So	I6RY6	BREAST		729
854	1.6 1.2 3.0 1.0	ɲ́jù	ɲ́jù, únjù-ŋ̀ (únjù yà:)	- - - ɲ dʒ u ⁵¹ - - -	female breast	16	ɲ dʒ u ⁵¹	ɲ́jù	0	4 1 7 8	791	ACYT	16.N.C 16.T.C 16.Y.V 16.3.T	sein de la femme	1402	Dogul_Dom	NTY3	BREAST		740
855	3.0 1.0 1.1 1.3 3.0 1.0	ɛ́mnɛ́	ɛ́mnɛ́	ɛ ⁵ m n ɛ ⁵	female breast	30	ɛ ⁵ m n ɛ ⁵	ɛ́mnɛ́	0	7 8 4 4 7 8	773	XTMBYT	30.E.V 30.6.T 30.M.c 30.N.C 30.E.V 30.6.T	sein de la femme	1402	Tebul_Ure	E6MNE6	BREAST		752
856	3.0 1.0 1.3 3.0 1.0	ɛ́mɛ́	ɛ́mɛ́	ɛ ⁵ m - ɛ ⁵	female breast	36	ɛ ⁵ m ɛ ⁵	ɛ́mɛ́	0	7 8 4 7 8	773	XTBYT	36.E.V 36.6.T 36.M.C 36.E.V 36.6.T	sein de la femme	1402	Yanda_Dom	E6ME6	BREAST		752
857	3.0 1.0 1.1 1.3 3.0 1.0	ónjù:	ónjù:	- o ⁵ n dʒ uː ¹ - - -	female breast	23	o ⁵ n dʒ uː ¹	ónjù:	0	7 8 4 1 7 8	791	XTMBYT	23.U.V 23.6.T 23.N.c 23.T.C 23.Y.V 23.6.T	sein de la femme	1402	Najamba	U6NTY6	BREAST		745
858	3.0 1.0 1.3 3.0 1.0	èsè	èsè (èsè gé)	e ¹ - s e ¹	female breast	1	e ¹ s e ¹	èsè	0	7 8 3 7 8	773	XTBYT	1.E.V 1.6.T 1.S.C 1.E.V 1.6.T	sein de la femme	1402	Ampari	E6SE6	BREAST		726
859	1.6 3.0 1.0 1.1 1.3 3.0 1.0	ʔójjè	ʔójjè	ʔ o ⁵ dʒ dʒ e ¹ - - -	female breast	15	ʔ o ⁵ dʒ dʒ e ¹	ʔójjè	0	1 7 8 1 1 7 8	791	AXTMBYT	15.H.C 15.U.V 15.6.T 15.T.c 15.T.C 15.E.V 15.6.T	sein de la femme	1402	Bunoge	HU6TTE6	BREAST		739
860	3.0 1.0 1.3 3.0 1.0	ìrí:	ìrí:	i ¹ r iː ⁵	female breast	34	i ¹ r iː ⁵	ìrí:	0	7 8 5 7 8	776	XTBYT	34.I.V 34.6.T 34.R.C 34.I.V 34.6.T	sein de la femme	1402	Tomo_Kan	I6RI6	BREAST		729
861	3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	ùnjìgè	ùnjìgè	- u ¹ n dʒ i ¹ ɡ e ¹	female breast	31	u ¹ n dʒ i ¹ ɡ e ¹	ùnjìgè	0	7 8 4 1 7 8 1 7 8	791	XTMBYTBYT	31.Y.V 31.6.T 31.N.c 31.T.C 31.I.V 31.6.T 31.K.C 31.E.V 31.6.T	sein de la femme	1402	Tiranige_Diga	Y6NTI6KE6	BREAST		753
862	3.0 1.0 1.3 1.2 3.0 1.0	ógyé	ógyé	- o ⁵ ɡ j e ⁵ - - -	female breast	22	o ⁵ ɡ j e ⁵	ógyé	0	7 8 1 6 7 8	791	XTBCYT	22.U.V 22.6.T 22.K.C 22.J.C 22.E.V 22.6.T	sein de la femme	1402	Mombo	U6KJE6	BREAST		744
863	3.0 1.0 1.1 1.3 3.0 1.0	éjjé	éjjé (y-)	- e ⁵ dʒ dʒ e ⁵ - - -	female breast	25	e ⁵ dʒ dʒ e ⁵	éjjé	0	7 8 1 1 7 8	791	XTMBYT	25.E.V 25.6.T 25.T.c 25.T.C 25.E.V 25.6.T	sein de la femme	1402	Penange	E6TTE6	BREAST		747
864	1.6 3.0 1.1 1.0	síⁿ	síⁿ	s ĩ ⁵ ∼	breast	2	s ĩ ∼ ⁵	síⁿ	0	3 7 4 8	774	AXLT	2.S.C 2.I.V 2.9.c 2.6.T	sein, mamelle	1402	Bambara	SI96	BREAST		727
9577	1.6 3.0 1.0 1.3 3.0 1.0	fɛ̀fɛ̀	fɛ̀fɛ̀	f ɛ ¹ f ( - ) ɛ ¹	‘female breast’	27	f ɛ ¹ f ɛ ¹	fɛ̀fɛ̀	0	3 7 8 3 7 8	802	AXTBYT	27.B.C 27.E.V 27.6.T 27.B.C 27.E.V 27.6.T		1402	Songhai_Kiini	BE6BE6	BREAST		749
#
865	1.6 3.0 1.0 1.1 1.3 3.0 1.0	húmsú	húmsú	h u ⁵ m s u ⁵ - - - - -	breathe	35	h u ⁵ m s u ⁵	húmsú	0	3 7 8 4 3 7 8	828	AXTMBYT	35.H.C 35.Y.V 35.6.T 35.M.c 35.S.C 35.Y.V 35.6.T	respirer	1407	Toro_Tegu	HY6MSY6	BREATHE	SONG	785
866	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	sǔ:ⁿ_súⁿ	sǔ:ⁿ súⁿ	s ũː - - ∼ - ¹⁵ _ s ũ - - ∼ - ⁵	breathe	5	s ũː ∼ ¹⁵ _ s ũ ∼ ⁵	sǔ:ⁿ_súⁿ	0	3 7 4 8 9 3 7 4 8	813	AXLT_AXLT	5.S.C 5.Y.V 5.9.c 5.2.T 5._._ 5.S.C 5.Y.V 5.9.c 5.6.T	respirer	1407	Ben_Tey	SY92_SY96	BREATHE		757
