# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
1104	Perge_Tegu	CAMEL	ɔ̀gɔ̀ɲùwⁿó	ɔ ¹ ɡ ɔ ¹ ɲ u ¹ w̃ ∼ o ⁵	1022	ɔ ¹ ɡ ɔ ¹ - ɲ u ¹ w̃ ∼ o ⁵ -	7 8 1 7 8 4 7 8 6 4 7 8	XTBYTBYTMBYT	U6KU6NY6W9U6	26	26.U.V 26.6.T 26.K.C 26.U.V 26.6.T 26.N.C 26.Y.V 26.6.T 26.W.c 26.9.C 26.U.V 26.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	0
1105	Songhai_Senni	CAMEL	yòlá:mò	j o ¹ l aː ⁵ m o ¹	1028	j o ¹ l aː ⁵ m o ¹	6 7 8 5 7 8 4 7 8	AXTBYTBYT	JU6LA6MU6	28	28.J.C 28.U.V 28.6.T 28.L.C 28.A.V 28.6.T 28.M.C 28.U.V 28.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1106	Songhai_Kiini	CAMEL	yɔ̀wɔ̌:	j ɔ ¹ w ɔː ¹⁵	1027	j ɔ ¹ w ɔː ¹⁵	6 7 8 6 7 8	AXTBYT	JU6WU2	27	27.J.C 27.U.V 27.6.T 27.W.C 27.U.V 27.2.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1107	Soninke	CAMEL	ɲògòmê	ɲ o ¹ ɡ o ¹ m e ⁵¹	1024	ɲ o ¹ ɡ o ¹ m e ⁵¹	4 7 8 1 7 8 4 7 8	AXTBYTBYT	NU6KU6ME3	29	29.N.C 29.U.V 29.6.T 29.K.C 29.U.V 29.6.T 29.M.C 29.E.V 29.3.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1108	Tebul_Ure	CAMEL	ɔ̀gɔ̀ɲɔ̀ŋɔ́	ɔ ¹ ɡ ɔ ¹ ɲ ɔ ¹ ŋ ɔ ⁵	1022	ɔ ¹ ɡ ɔ ¹ - ɲ ɔ ¹ - ŋ ɔ ⁵ -	7 8 1 7 8 4 7 8 4 7 8	XTBYTBYTBYT	U6KU6NU6NU6	30	30.U.V 30.6.T 30.K.C 30.U.V 30.6.T 30.N.C 30.U.V 30.6.T 30.N.C 30.U.V 30.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1109	Tiranige_Diga	CAMEL	njèlèbà	n dʒ e ¹ l e ¹ b a ¹	1031	n dʒ e ¹ l e ¹ b a ¹	4 1 7 8 5 7 8 1 7 8	ACYTBYTBYT	NTE6LE6PA6	31	31.N.C 31.T.C 31.E.V 31.6.T 31.L.C 31.E.V 31.6.T 31.P.C 31.A.V 31.6.T	1.6 1.2 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1110	Togo_Kan	CAMEL	ɔ̀gɔ̀ɲɔ̌	ɔ ¹ ɡ ɔ ¹ ɲ ɔ ¹⁵	1032	ɔ ¹ ɡ ɔ ¹ ɲ ɔ - ¹⁵	7 8 1 7 8 4 7 8	XTBYTBYT	U6KU6NU2	32	32.U.V 32.6.T 32.K.C 32.U.V 32.6.T 32.N.C 32.U.V 32.2.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1111	Yanda_Dom	CAMEL	ɔ̀gɔ̀ɲɔ̀ŋɔ̀	ɔ ¹ ɡ ɔ ¹ ɲ ɔ ¹ ŋ ɔ ¹	1022	ɔ ¹ ɡ ɔ ¹ - ɲ ɔ ¹ - ŋ ɔ ¹ -	7 8 1 7 8 4 7 8 4 7 8	XTBYTBYTBYT	U6KU6NU6NU6	37	37.U.V 37.6.T 37.K.C 37.U.V 37.6.T 37.N.C 37.U.V 37.6.T 37.N.C 37.U.V 37.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1112	Yorno_So	CAMEL	ɔ̀gɔ̀yɔ̌:ⁿ	ɔ ¹ ɡ ɔ ¹ j ɔ̃ː ∼	1032	ɔ ¹ ɡ ɔ ¹ j ɔ̃ː ∼ -	7 8 1 7 8 6 7 4	XTBYTBYN	U6KU6JU9	38	38.U.V 38.6.T 38.K.C 38.U.V 38.6.T 38.J.C 38.U.V 38.9.c	3.0 1.0 1.3 3.0 1.0 1.3 3.0 0.5	0
#
1113	Bangime	CARRY ON HEAD	tùɥɛ̀-rɛ̀	t u ¹ ɥ ɛ ¹ + r ɛ ¹	1033	t u ¹ ɥ ɛ ¹ + r ɛ ¹	1 7 8 6 7 8 9 5 7 8	AXTBYT_AXT	TY6JE6_RE6	3	3.T.C 3.Y.V 3.6.T 3.J.C 3.E.V 3.6.T 3._._ 3.R.C 3.E.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
1114	Bankan_Tey	CARRY ON HEAD	dú	d u ⁵	1034	d u ⁵ - - -	1 7 8	AXT	TY6	4	4.T.C 4.Y.V 4.6.T	1.6 3.0 1.0	0
1115	Ben_Tey	CARRY ON HEAD	dǔ	d u ¹⁵	1034	d u ¹⁵ - - -	1 7 8	AXT	TY2	5	5.T.C 5.Y.V 5.2.T	1.6 3.0 1.0	0
1116	Bunoge	CARRY ON HEAD	dúy-yɛ̀	d u ⁵ j + j ɛ ¹	1036	d u ⁵ - - - j + j ɛ ¹	1 7 8 6 9 6 7 8	AXTN_AXT	TY6J_JE6	15	15.T.C 15.Y.V 15.6.T 15.J.c 15._._ 15.J.C 15.E.V 15.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0
1117	Dogul_Dom	CARRY ON HEAD	dùy-yɛ́	d u ¹ j + j ɛ ⁵	1036	d u ¹ - - - j + j ɛ ⁵	1 7 8 6 9 6 7 8	AXTN_AXT	TY6J_JE6	16	16.T.C 16.Y.V 16.6.T 16.J.c 16._._ 16.J.C 16.E.V 16.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0
1118	Donno_So	CARRY ON HEAD	dùy-yɛ́:	d u ¹ j + j ɛː ⁵	1036	d u ¹ - - - j + j ɛː ⁵	1 7 8 6 9 6 7 8	AXTN_AXT	TY6J_JE6	17	17.T.C 17.Y.V 17.6.T 17.J.c 17._._ 17.J.C 17.E.V 17.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0
1119	Gourou	CARRY ON HEAD	dé:	d eː ⁵	1039	d eː ⁵	1 7 8	AXT	TE6	19	19.T.C 19.E.V 19.6.T	1.6 3.0 1.0	0
1120	Jamsay	CARRY ON HEAD	dě:	d eː ¹⁵	1039	d eː ¹⁵	1 7 8	AXT	TE2	20	20.T.C 20.E.V 20.2.T	1.6 3.0 1.0	1
1121	Mombo	CARRY ON HEAD	dú-yɛ̂:	d u ⁵ + j ɛː ⁵¹	1036	d u ⁵ - - - - + j ɛː ⁵¹	1 7 8 9 6 7 8	AXT_AXT	TY6_JE3	22	22.T.C 22.Y.V 22.6.T 22._._ 22.J.C 22.E.V 22.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
1122	Najamba	CARRY ON HEAD	dì-yɛ́	d i ¹ + j ɛ ⁵	1036	d i ¹ - - - - + j ɛ ⁵	1 7 8 9 6 7 8	AXT_AXT	TI6_JE6	23	23.T.C 23.I.V 23.6.T 23._._ 23.J.C 23.E.V 23.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
1123	Nanga	CARRY ON HEAD	dǔ:yí	d uː ¹⁵ j i ⁵	1034	d uː ¹⁵ j i ⁵	1 7 8 6 7 8	AXTBYT	TY2JI6	24	24.T.C 24.Y.V 24.2.T 24.J.C 24.I.V 24.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1124	Penange	CARRY ON HEAD	dú-yɛ́	d u ⁵ + j ɛ ⁵	1036	d u ⁵ - - - - + j ɛ ⁵	1 7 8 9 6 7 8	AXT_AXT	TY6_JE6	25	25.T.C 25.Y.V 25.6.T 25._._ 25.J.C 25.E.V 25.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
1125	Perge_Tegu	CARRY ON HEAD	dì-yé	d i ¹ + j e ⁵	1036	d i ¹ - - - - + j e ⁵	1 7 8 9 6 7 8	AXT_AXT	TI6_JE6	26	26.T.C 26.I.V 26.6.T 26._._ 26.J.C 26.E.V 26.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
1126	Songhai_Kiini	CARRY ON HEAD	gɛ̀rɛ̀	ɡ ɛ ¹ r ɛ ¹	1046	ɡ ɛ ¹ r ɛ ¹	1 7 8 5 7 8	AXTBYT	KE6RE6	27	27.K.C 27.E.V 27.6.T 27.R.C 27.E.V 27.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1127	Songhai_Senni	CARRY ON HEAD	léŋgé	l e ⁵ ŋ ɡ e ⁵	1047	l e ⁵ ŋ ɡ e ⁵	5 7 8 4 1 7 8	AXTMBYT	LE6NKE6	28	28.L.C 28.E.V 28.6.T 28.N.c 28.K.C 28.E.V 28.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
1128	Tebul_Ure	CARRY ON HEAD	dǐ	d i ¹⁵	1039	d i ¹⁵	1 7 8	AXT	TI2	30	30.T.C 30.I.V 30.2.T	1.6 3.0 1.0	0
1129	Tiranige_Diga	CARRY ON HEAD	dú-yɔ́	d u ⁵ + j ɔ ⁵	1036	d u ⁵ - - - - + j ɔ ⁵	1 7 8 9 6 7 8	AXT_AXT	TY6_JU6	31	31.T.C 31.Y.V 31.6.T 31._._ 31.J.C 31.U.V 31.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
1130	Togo_Kan	CARRY ON HEAD	dù-wî:	d u ¹ + w iː ⁵¹	1050	d u ¹ + w iː ⁵¹	1 7 8 9 6 7 8	AXT_AXT	TY6_WI3	32	32.T.C 32.Y.V 32.6.T 32._._ 32.W.C 32.I.V 32.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
1131	Tommo_So	CARRY ON HEAD	dùyí-yɔ́	d u ¹ j i ⁵ + j ɔ ⁵	1036	d u ¹ j i ⁵ - + j ɔ ⁵	1 7 8 6 7 8 9 6 7 8	AXTBYT_AXT	TY6JI6_JU6	33	33.T.C 33.Y.V 33.6.T 33.J.C 33.I.V 33.6.T 33._._ 33.J.C 33.U.V 33.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
1132	Toro_Tegu	CARRY ON HEAD	dí	d i ⁵	1039	d i ⁵	1 7 8	AXT	TI6	36	36.T.C 36.I.V 36.6.T	1.6 3.0 1.0	0
1133	Yanda_Dom	CARRY ON HEAD	dì-yɛ́	d i ¹ + j ɛ ⁵	1036	d i ¹ - - - - + j ɛ ⁵	1 7 8 9 6 7 8	AXT_AXT	TI6_JE6	37	37.T.C 37.I.V 37.6.T 37._._ 37.J.C 37.E.V 37.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
1134	Yorno_So	CARRY ON HEAD	dù-yɛ́:	d u ¹ + j ɛː ⁵	1036	d u ¹ - - - - + j ɛː ⁵	1 7 8 9 6 7 8	AXT_AXT	TY6_JE6	38	38.T.C 38.Y.V 38.6.T 38._._ 38.J.C 38.E.V 38.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
1135	Toro_So	CARRY ON HEAD	dù-wí	d u ¹ + w i ⁵	1050	d u ¹ + w i ⁵	1 7 8 9 6 7 8	AXT_AXT	TY6_WI6	35	35.T.C 35.Y.V 35.6.T 35._._ 35.W.C 35.I.V 35.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
#
1136	Bambara	CARVE	dɛ́sɛ́	d ɛ ⁵ s ɛ ⁵	1051	d ɛ ⁵ s ɛ ⁵	1 7 8 3 7 8	AXTBYT	TE6SE6	2	2.T.C 2.E.V 2.6.T 2.S.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1137	Bangime	CARVE	ʤìyɛ̀-rɛ̀	dʒ i ¹ j ɛ ¹ + r ɛ ¹	1052	dʒ i ¹ j ɛ ¹ + r ɛ ¹	1 7 8 6 7 8 9 5 7 8	AXTBYT_AXT	TI6JE6_RE6	3	3.T.C 3.I.V 3.6.T 3.J.C 3.E.V 3.6.T 3._._ 3.R.C 3.E.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
1138	Bankan_Tey	CARVE	zárá	z a ⁵ r a ⁵	1053	z a ⁵ r a ⁵	3 7 8 5 7 8	AXTBYT	SA6RA6	4	4.S.C 4.A.V 4.6.T 4.R.C 4.A.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1139	Ben_Tey	CARVE	jàrá	dʒ a ¹ r a ⁵	1053	dʒ a ¹ r a ⁵	1 7 8 5 7 8	AXTBYT	TA6RA6	5	5.T.C 5.A.V 5.6.T 5.R.C 5.A.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1140	Bunoge	CARVE	yábè	j a ⁵ b e ¹	1055	j a ⁵ b e ¹	6 7 8 1 7 8	AXTBYT	JA6PE6	15	15.J.C 15.A.V 15.6.T 15.P.C 15.E.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1141	Dogul_Dom	CARVE	jàwɛ́	dʒ a ¹ w ɛ ⁵	1056	dʒ a ¹ w ɛ ⁵	1 7 8 6 7 8	AXTBYT	TA6WE6	16	16.T.C 16.A.V 16.6.T 16.W.C 16.E.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1142	Donno_So	CARVE	lábà	l a ⁵ b a ¹	1057	l a ⁵ b a ¹	5 7 8 1 7 8	AXTBYT	LA6PA6	17	17.L.C 17.A.V 17.6.T 17.P.C 17.A.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1143	Fulfulde	CARVE	law-de	l a w + d e	1058	l a w + d e	5 7 6 9 1 7	AXN_AX	LAW_TE	18	18.L.C 18.A.V 18.W.c 18._._ 18.T.C 18.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0
1144	Jamsay	CARVE	lɔ́wɔ́	l ɔ ⁵ w ɔ ⁵	1059	l ɔ ⁵ w ɔ ⁵	5 7 8 6 7 8	AXTBYT	LU6WU6	20	20.L.C 20.U.V 20.6.T 20.W.C 20.U.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1145	Mombo	CARVE	símbúlè	s i ⁵ m b u ⁵ l e ¹	1060	s i ⁵ m b u ⁵ l e ¹	3 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	SI6MPY6LE6	22	22.S.C 22.I.V 22.6.T 22.M.c 22.P.C 22.Y.V 22.6.T 22.L.C 22.E.V 22.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0
1146	Najamba	CARVE	síyá-m	s i ⁵ j a ⁵ + m	1061	s i ⁵ j a ⁵ + m	3 7 8 6 7 8 9 4	AXTBYT_A	SI6JA6_M	23	23.S.C 23.I.V 23.6.T 23.J.C 23.A.V 23.6.T 23._._ 23.M.C	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6	0
1147	Nanga	CARVE	jàrá	dʒ a ¹ r a ⁵	1053	dʒ a ¹ r a ⁵	1 7 8 5 7 8	AXTBYT	TA6RA6	24	24.T.C 24.A.V 24.6.T 24.R.C 24.A.V 24.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1148	Penange	CARVE	yáyé	j a ⁵ j e ⁵	1055	j a ⁵ j e ⁵	6 7 8 6 7 8	AXTBYT	JA6JE6	25	25.J.C 25.A.V 25.6.T 25.J.C 25.E.V 25.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1149	Perge_Tegu	CARVE	láwá	l a ⁵ w a ⁵	1057	l a ⁵ w a ⁵	5 7 8 6 7 8	AXTBYT	LA6WA6	26	26.L.C 26.A.V 26.6.T 26.W.C 26.A.V 26.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1150	Songhai_Kiini	CARVE	zèfù	z e ¹ f u ¹	1065	z e ¹ f u ¹	3 7 8 3 7 8	AXTBYT	SE6BY6	27	27.S.C 27.E.V 27.6.T 27.B.C 27.Y.V 27.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1151	Songhai_Senni	CARVE	séttê	s e ⁵ t t e ⁵¹	1066	s e ⁵ t t e ⁵¹	3 7 8 1 1 7 8	AXTMBYT	SE6TTE3	28	28.S.C 28.E.V 28.6.T 28.T.c 28.T.C 28.E.V 28.3.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
1152	Soninke	CARVE	ségú	s e ⁵ ɡ u ⁵	1065	s e ⁵ ɡ u ⁵	3 7 8 1 7 8	AXTBYT	SE6KY6	29	29.S.C 29.E.V 29.6.T 29.K.C 29.Y.V 29.6.T	1.6 3.0 1.0 1.3 3.0 1.0	1
1153	Tebul_Ure	CARVE	lábá	l a ⁵ b a ⁵	1057	l a ⁵ b a ⁵	5 7 8 1 7 8	AXTBYT	LA6PA6	30	30.L.C 30.A.V 30.6.T 30.P.C 30.A.V 30.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1154	Tiranige_Diga	CARVE	yáyó	j a ⁵ j o ⁵	1055	j a ⁵ j o ⁵	6 7 8 6 7 8	AXTBYT	JA6JU6	31	31.J.C 31.A.V 31.6.T 31.J.C 31.U.V 31.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1155	Togo_Kan	CARVE	lɔ́wɔ́	l ɔ ⁵ w ɔ ⁵	1059	l ɔ ⁵ w ɔ ⁵	5 7 8 6 7 8	AXTBYT	LU6WU6	32	32.L.C 32.U.V 32.6.T 32.W.C 32.U.V 32.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1156	Tommo_So	CARVE	nábá	n a ⁵ b a ⁵	1057	n a ⁵ b a ⁵	4 7 8 1 7 8	AXTBYT	NA6PA6	33	33.N.C 33.A.V 33.6.T 33.P.C 33.A.V 33.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1157	Toro_Tegu	CARVE	wɔ̀gù-rú	w ɔ ¹ ɡ u ¹ + r u ⁵	1073	w ɔ ¹ ɡ u ¹ + r u ⁵	6 7 8 1 7 8 9 5 7 8	AXTBYT_AXT	WU6KY6_RY6	36	36.W.C 36.U.V 36.6.T 36.K.C 36.Y.V 36.6.T 36._._ 36.R.C 36.Y.V 36.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
1158	Yanda_Dom	CARVE	zǎ:	z aː ¹⁵	1074	z aː ¹⁵	3 7 8	AXT	SA2	37	37.S.C 37.A.V 37.2.T	1.6 3.0 1.0	0
1159	Yorno_So	CARVE	lábá	l a ⁵ b a ⁵	1057	l a ⁵ b a ⁵	5 7 8 1 7 8	AXTBYT	LA6PA6	38	38.L.C 38.A.V 38.6.T 38.P.C 38.A.V 38.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1160	Toro_So	CARVE	làbù	l a ¹ b u ¹	1057	l a ¹ b u ¹	5 7 8 1 7 8	AXTBYT	LA6PY6	35	35.L.C 35.A.V 35.6.T 35.P.C 35.Y.V 35.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
#
1161	Bambara	CASSAVA	bànàⁿkú	b a ¹ n ã ∼ ¹ k u ⁵	1075	b a ¹ n ã ∼ ¹ k u - ⁵	1 7 8 4 7 4 8 1 7 8	AXTBYLTBYT	PA6NA96KY6	2	2.P.C 2.A.V 2.6.T 2.N.C 2.A.V 2.9.c 2.6.T 2.K.C 2.Y.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.1 1.0 1.3 3.0 1.0	0
1162	Bangime	CASSAVA	bànàŋ̀kùù	b a ¹ n a ¹ ŋ ¹ k uː ¹	1076	b a ¹ n a ¹ ŋ - - ¹ - - - - - k uː ¹	1 7 8 4 7 8 4 8 1 7 8	AXTBYTLTBYT	PA6NA6N6KY6	3	3.P.C 3.A.V 3.6.T 3.N.C 3.A.V 3.6.T 3.N.c 3.6.T 3.K.C 3.Y.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.0 1.3 3.0 1.0	0
1163	Ben_Tey	CASSAVA	bànàkù:_béré	b a ¹ n a ¹ k uː ¹ _ b e ⁵ r e ⁵	1094	b a ¹ n a ¹ k uː - ¹ - - - - _ b e ⁵ r e ⁵	1 7 8 4 7 8 1 7 8 9 1 7 8 5 7 8	AXTBYTBYT_AXTBYT	PA6NA6KY6_PE6RE6	5	5.P.C 5.A.V 5.6.T 5.N.C 5.A.V 5.6.T 5.K.C 5.Y.V 5.6.T 5._._ 5.P.C 5.E.V 5.6.T 5.R.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
1164	Bunoge	CASSAVA	bànàŋkú	b a ¹ n a ¹ ŋ k u ⁵	1076	b a ¹ n a ¹ - - - - - - - - ŋ k u ⁵	1 7 8 4 7 8 4 1 7 8	AXTBYTMBYT	PA6NA6NKY6	15	15.P.C 15.A.V 15.6.T 15.N.C 15.A.V 15.6.T 15.N.c 15.K.C 15.Y.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	0
1165	Dogul_Dom	CASSAVA	kù:bě:g	k uː ¹ b eː ¹⁵ ɡ	1079	k uː ¹ b eː ¹⁵ ɡ	1 7 8 1 7 8 1	AXTBYTN	KY6PE2K	16	16.K.C 16.Y.V 16.6.T 16.P.C 16.E.V 16.2.T 16.K.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	0
1166	Fulfulde	CASSAVA	bananku	b a n a n k u	1076	- - - - - - - - - - b a n a n k u -	1 7 4 7 4 1 7	AXBYMBZ	PANANKY	18	18.P.C 18.A.V 18.N.C 18.A.V 18.N.c 18.K.C 18.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0
1167	Gourou	CASSAVA	bànàkú:	b a ¹ n a ¹ k uː ⁵	1094	b a ¹ n a ¹ k uː - ⁵ - - - - - - - - - - -	1 7 8 4 7 8 1 7 8	AXTBYTBYT	PA6NA6KY6	19	19.P.C 19.A.V 19.6.T 19.N.C 19.A.V 19.6.T 19.K.C 19.Y.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1168	Jamsay	CASSAVA	bànàkû:ⁿ	b a ¹ n a ¹ k ũː ∼ ⁵¹	1094	b a ¹ n a ¹ k ũː ∼ ⁵¹ - - - - - - - - - - -	1 7 8 4 7 8 1 7 4 8	AXTBYTBYLT	PA6NA6KY93	20	20.P.C 20.A.V 20.6.T 20.N.C 20.A.V 20.6.T 20.K.C 20.Y.V 20.9.c 20.3.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.1 1.0	0
1169	Jenaama	CASSAVA	bànàⁿku᷆ⁿ	b a ¹ n ã ∼ ¹ k u ∼ ³¹	1075	b a ¹ n ã ∼ ¹ k u ∼ ³¹	1 7 8 4 7 4 8 1 7 4 8	AXTBYLTBYLT	PA6NA96KY93	21	21.P.C 21.A.V 21.6.T 21.N.C 21.A.V 21.9.c 21.6.T 21.K.C 21.Y.V 21.9.c 21.3.T	1.6 3.0 1.0 1.3 3.0 1.1 1.0 1.3 3.0 1.1 1.0	0
1170	Mombo	CASSAVA	bálákû:ⁿ	b a ⁵ l a ⁵ k ũː ∼ ⁵¹	1084	b a ⁵ l - a ⁵ k ũː ∼ ⁵¹	1 7 8 5 7 8 1 7 4 8	AXTBYTBYLT	PA6LA6KY93	22	22.P.C 22.A.V 22.6.T 22.L.C 22.A.V 22.6.T 22.K.C 22.Y.V 22.9.c 22.3.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.1 1.0	0
1171	Najamba	CASSAVA	bànàŋkû:ŋgò	b a ¹ n a ¹ ŋ k uː ⁵¹ ŋ ɡ o ¹	1076	b a ¹ n a ¹ ŋ k uː ⁵¹ - - - - ŋ ɡ o ¹	1 7 8 4 7 8 4 1 7 8 4 1 7 8	AXTBYTMBYTMBYT	PA6NA6NKY3NKU6	23	23.P.C 23.A.V 23.6.T 23.N.C 23.A.V 23.6.T 23.N.c 23.K.C 23.Y.V 23.3.T 23.N.c 23.K.C 23.U.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0 1.1 1.3 3.0 1.0	0
1172	Nanga	CASSAVA	bànjî	b a ¹ n dʒ i ⁵¹	1086	b a ¹ n dʒ i ⁵¹	1 7 8 4 1 7 8	AXTMBYT	PA6NTI3	24	24.P.C 24.A.V 24.6.T 24.N.c 24.T.C 24.I.V 24.3.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
1173	Penange	CASSAVA	dàlmà-yògó	d a ¹ l m a ¹ + j o ¹ ɡ o ⁵	1087	d a ¹ l m a ¹ + j o ¹ ɡ o ⁵	1 7 8 5 4 7 8 9 6 7 8 1 7 8	AXTMBYT_AXTBYT	TA6LMA6_JU6KU6	25	25.T.C 25.A.V 25.6.T 25.L.c 25.M.C 25.A.V 25.6.T 25._._ 25.J.C 25.U.V 25.6.T 25.K.C 25.U.V 25.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
1174	Perge_Tegu	CASSAVA	bànàkùrù-wòsó	b a ¹ n a ¹ k u ¹ r u ¹ + w o ¹ s o ⁵	1088	b a ¹ n a ¹ k u - ¹ r u ¹ - + w o ¹ s o ⁵	1 7 8 4 7 8 1 7 8 5 7 8 9 6 7 8 3 7 8	AXTBYTBYTBYT_AXTBYT	PA6NA6KY6RY6_WU6SU6	26	26.P.C 26.A.V 26.6.T 26.N.C 26.A.V 26.6.T 26.K.C 26.Y.V 26.6.T 26.R.C 26.Y.V 26.6.T 26._._ 26.W.C 26.U.V 26.6.T 26.S.C 26.U.V 26.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
1175	Songhai_Kiini	CASSAVA	bánáŋkù	b a ⁵ n a ⁵ ŋ k u ¹	1076	b a ⁵ n a ⁵ - - - - - - - - ŋ k u ¹	1 7 8 4 7 8 4 1 7 8	AXTBYTMBYT	PA6NA6NKY6	27	27.P.C 27.A.V 27.6.T 27.N.C 27.A.V 27.6.T 27.N.c 27.K.C 27.Y.V 27.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	0
1176	Songhai_Senni	CASSAVA	bánáŋkû	b a ⁵ n a ⁵ ŋ k u ⁵¹	1076	b a ⁵ n a ⁵ - - - - - - - - ŋ k u ⁵¹	1 7 8 4 7 8 4 1 7 8	AXTBYTMBYT	PA6NA6NKY3	28	28.P.C 28.A.V 28.6.T 28.N.C 28.A.V 28.6.T 28.N.c 28.K.C 28.Y.V 28.3.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	0
1177	Tebul_Ure	CASSAVA	bàrⁿàkú:ⁿ	b a ¹ r̃ ∼ a ¹ k ũː ∼ ⁵	1084	b a ¹ r̃ ∼ a ¹ k ũː ∼ ⁵	1 7 8 5 4 7 8 1 7 4 8	AXTMBYTBYLT	PA6R9A6KY96	30	30.P.C 30.A.V 30.6.T 30.R.c 30.9.C 30.A.V 30.6.T 30.K.C 30.Y.V 30.9.c 30.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.1 1.0	0
