ID	CONCEPT	CONCEPT_FRENCH	DOCULECT	DOCULECT_NAME_IN_SOURCE	VALUE	FORM	SEGMENTS	CONCEPT_ABBREVIATED	CONCEPT_FRENCH_ABBREVIATED	SEMANTIC_FIELD	SEMANTIC_FIELD_FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS	IPA	ALIGNMENT
82092	chop down, cut down (tree, with ax)	abattre (arbre, avec hache)	Penange_Pinia	Penange (Pinia)	gúnjè	gúnjè	ɡ u ⁵ n j e ¹	chop down	couper, abattre	cut.chop	couper.couper à la hache	355	CUT DOWN	ɡu⁵nje¹	ɡ u ⁵ nj e ¹
#															
37749	cloud	nuage	Donno_So	Donno So	ànàgùlùmmɔ́	ànàgùlùmmɔ́	a ¹ n a ¹ ɡ u ¹ l u ¹ m m ɔ ⁵	cloud	nuage	weather.cloud	météorologie.nuage	1489	CLOUD	a¹na¹ɡu¹lu¹mmɔ⁵	- a ¹ n a ¹ + ɡ u ¹ l u ¹ + mː ɔ ⁵
37750	cloud	nuage	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	kùrùwɔ́	kùrùwɔ́	k u ¹ r u ¹ w ɔ ⁵	cloud	nuage	weather.cloud	météorologie.nuage	1489	CLOUD	ku¹ru¹wɔ⁵	k u ¹ r u ¹ + w ɔ ⁵ - - -
37762	cloud	nuage	Tiranige_Boui	Tiranige (Boui, JH)	á:ní	á:ní	aː ⁵ n i ⁵	cloud	nuage	weather.cloud	météorologie.nuage	1489	CLOUD	aː⁵ni⁵	- aː ⁵ n i ⁵
37763	cloud	nuage	Mombo_Songho	Mombo (Songho, KP)	álè	álè	a ⁵ l e ¹	cloud	nuage	weather.cloud	météorologie.nuage	1489	CLOUD	a⁵le¹	- a ⁵ l e ¹
37766	cloud	nuage	Penange_Pinia	Penange (Pinia)	àlè (y-)	àlè	a ¹ l e ¹	cloud	nuage	weather.cloud	météorologie.nuage	1489	CLOUD	a¹le¹	- a ¹ l e ¹
#															
98105	cold (e.g. water)	froid, frais (eau, etc.)	Donno_So	Donno So	kèllú	kèllú	k e ¹ l l u ⁵	cold	froid	hot/cold.cold	chaleur/froid.froid	1287	COLD	ke¹llu⁵	k e ¹ l: u ⁵ 
98106	cold (e.g. water)	froid, frais (eau, etc.)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	tôm	tôm	t o ⁵¹ m	cold	froid	hot/cold.cold	chaleur/froid.froid	1287	COLD	to⁵¹m	t o ⁵¹ m - - 
98118	cold (e.g. water)	froid, frais (eau, etc.)	Tiranige_Boui	Tiranige (Boui, JH)	témúm	témúm	t e ⁵ m u ⁵ m	cold	froid	hot/cold.cold	chaleur/froid.froid	1287	COLD	te⁵mu⁵m	t e ⁵ m u ⁵ + m 
98119	cold (e.g. water)	froid, frais (eau, etc.)	Mombo_Songho	Mombo (Songho, KP)	kéló	kéló	k e ⁵ l o ⁵	cold	froid	hot/cold.cold	chaleur/froid.froid	1287	COLD	ke⁵lo⁵	k e ⁵ l o ⁵ 
98122	cold (e.g. water)	froid, frais (eau, etc.)	Penange_Pinia	Penange (Pinia)	tàyè	tàyè	t a ¹ j e ¹	cold	froid	hot/cold.cold	chaleur/froid.froid	1287	COLD	ta¹je¹	t a ¹ j e ¹ 
#															
45895	cold season, winter (January-March)	saison froide, hiver (janvier-mars)	Donno_So	Donno So	yèmmé wàgùrù	yèmmé_wàgùrù	j e ¹ m m e ⁵ _ w a ¹ ɡ u ¹ r u ¹	cold season	saison froide	season.cold season	saison.saison froide	1471	WINTER	je¹mme⁵_wa¹ɡu¹ru¹	j e ¹ mː e ⁵ + w a ¹ + ɡ u ¹ r u ¹ 
45896	cold season, winter (January-March)	saison froide, hiver (janvier-mars)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ɲìɲùwⁿò-děyⁿ, ɲùɲùwⁿò-děyⁿ	ɲìɲùwⁿò-děyⁿ	ɲ i ¹ ɲ u ¹ w̃ ∼ o ¹ + d e ¹⁵ j ∼	cold season	saison froide	season.cold season	saison.saison froide	1471	WINTER	ɲi¹ɲu¹w̃∼o¹+de¹⁵j∼	ɲ i ¹ ɲ u ¹ + w̃∼ o ¹ + d e ¹⁵ j̃∼ - - 
45906	cold season, winter (January-March)	saison froide, hiver (janvier-mars)	Tiranige_Boui	Tiranige (Boui, JH)	témómú-gé wàgàtí	témómú-gé_wàgàtí	t e ⁵ m o ⁵ m u ⁵ + ɡ e ⁵ _ w a ¹ ɡ a ¹ t i ⁵	cold season	saison froide	season.cold season	saison.saison froide	1471	WINTER	te⁵mo⁵mu⁵+ɡe⁵_wa¹ɡa¹ti⁵	t e ⁵ m o ⁵ + m u ⁵ + ɡ e ⁵ w a ¹ ɡ a ¹ t i
45907	cold season, winter (January-March)	saison froide, hiver (janvier-mars)	Mombo_Songho	Mombo (Songho, KP)	ɲímálì	ɲímálì	ɲ i ⁵ m a ⁵ l i ¹	cold season	saison froide	season.cold season	saison.saison froide	1471	WINTER	ɲi⁵ma⁵li¹	ɲ i ⁵ m a ⁵ + l i ¹
45909	cold season, winter (January-March)	saison froide, hiver (janvier-mars)	Penange_Pinia	Penange (Pinia)	màlè-kô:	màlè-kô:	m a ¹ l e ¹ + k oː ⁵¹	cold season	saison froide	season.cold season	saison.saison froide	1471	WINTER	ma¹le¹+koː⁵¹	m a ¹ l e ¹ + k oː ⁵¹
#															
25819	corn, maize	maïs	Donno_So	Donno So	sàmɛ̀mmɛ́	sàmɛ̀mmɛ́	s a ¹ m ɛ ¹ m m ɛ ⁵	corn, maize	maïs	plant (cultivated).grain crop	plante (cultivée).céréale cultivée	506	MAIZE	sa¹mɛ¹mmɛ⁵	s a ¹ m ɛ ¹ + mː ɛ ⁵
25820	corn, maize	maïs	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	pòrò:-ɲú:	pòrò:-ɲú:	p o ¹ r oː ¹ + ɲ uː ⁵	corn, maize	maïs	plant (cultivated).grain crop	plante (cultivée).céréale cultivée	506	MAIZE	po¹roː¹+ɲuː⁵	p o ¹ r oː ¹ + ɲ uː ⁵
25834	corn, maize	maïs	Tiranige_Boui	Tiranige (Boui, JH)	dùmà-yò:gé	dùmà-yò:gé	d u ¹ m a ¹ + j oː ¹ ɡ e ⁵	corn, maize	maïs	plant (cultivated).grain crop	plante (cultivée).céréale cultivée	506	MAIZE	du¹ma¹+joː¹ɡe⁵	d u ¹ m a ¹ + j oː ¹ + ɡ e ⁵ 
25835	corn, maize	maïs	Mombo_Songho	Mombo (Songho, KP)	ɛ̀mbɛ̀dúlúmá	ɛ̀mbɛ̀dúlúmá	ɛ ¹ m b ɛ ¹ d u ⁵ l u ⁵ m a ⁵	corn, maize	maïs	plant (cultivated).grain crop	plante (cultivée).céréale cultivée	506	MAIZE	ɛ¹mbɛ¹du⁵lu⁵ma⁵	- ɛ ¹ mb ɛ ¹ + d u ⁵ + l u ⁵ m a ⁵ 
25837	corn, maize	maïs	Penange_Pinia	Penange (Pinia)	dàlmà-yògó	dàlmà-yògó	d a ¹ l m a ¹ + j o ¹ ɡ o ⁵	corn, maize	maïs	plant (cultivated).grain crop	plante (cultivée).céréale cultivée	506	MAIZE	da¹lma¹+jo¹ɡo⁵	d a ¹ lm a ¹ + j o ¹ + ɡ o ⁵ 
#															
34369	corner (external, of house)	angle (de maison)	Donno_So	Donno So	yɔ́ŋgɛ̀rɛ̀	yɔ́ŋgɛ̀rɛ̀	j ɔ ⁵ ŋ ɡ ɛ ¹ r ɛ ¹	corner	angle	house.wall/corner	maison.mur/coin	192	CORNER	jɔ⁵ŋɡɛ¹rɛ¹	j ɔ ⁵ ŋɡ ɛ ¹ + r ɛ ¹
34370	corner (external, of house)	angle (de maison)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	sìwɛ́	sìwɛ́	s i ¹ w ɛ ⁵	corner	angle	house.wall/corner	maison.mur/coin	192	CORNER	si¹wɛ⁵	s i ¹ w ɛ ⁵ 
34380	corner (external, of house)	angle (de maison)	Tiranige_Boui	Tiranige (Boui, JH)	cɛ̀:lɛ̀	cɛ̀:lɛ̀	tʃ ɛː ¹ l ɛ ¹	corner	angle	house.wall/corner	maison.mur/coin	192	CORNER	tʃɛː¹lɛ¹	tʃ ɛː ¹ l ɛ ¹ 
34381	corner (external, of house)	angle (de maison)	Mombo_Songho	Mombo (Songho, KP)	kélè	kélè	k e ⁵ l e ¹	corner	angle	house.wall/corner	maison.mur/coin	192	CORNER	ke⁵le¹	k e ⁵ l e ¹ 
34383	corner (external, of house)	angle (de maison)	Penange_Pinia	Penange (Pinia)	sɔ́gɔ́	sɔ́gɔ́	s ɔ ⁵ ɡ ɔ ⁵	corner	angle	house.wall/corner	maison.mur/coin	192	CORNER	sɔ⁵ɡɔ⁵	s ɔ ⁵ ɡ ɔ ⁵ 
#															
15654	cotton	coton	Donno_So	Donno So	kɛ̀mnɛ̌y	kɛ̀mnɛ̌y	k ɛ ¹ m n ɛ ¹⁵ j	cotton	coton	weaving/cotton.cotton	tissage/coton.coton	1850	COTTON	kɛ¹mnɛ¹⁵j	k ɛ ¹ mn ɛ ¹⁵ + j 
15655	cotton	coton	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	nǎ:m	nǎ:m	n aː ¹⁵ m	cotton	coton	weaving/cotton.cotton	tissage/coton.coton	1850	COTTON	naː¹⁵m	n aː ¹⁵ m
15670	cotton	coton	Tiranige_Boui	Tiranige (Boui, JH)	kɔ̀:ní	kɔ̀:ní	k ɔː ¹ n i ⁵	cotton	coton	weaving/cotton.cotton	tissage/coton.coton	1850	COTTON	kɔː¹ni⁵	k ɔː ¹ n i ⁵ 
15671	cotton	coton	Mombo_Songho	Mombo (Songho, KP)	kɔ́:ndí	kɔ́:ndí	k ɔ́ː n d i ⁵	cotton	coton	weaving/cotton.cotton	tissage/coton.coton	1850	COTTON	kɔ́ːndi⁵	k ɔː ⁵ nd i ⁵ 
15674	cotton	coton	Penange_Pinia	Penange (Pinia)	kɔ́:ndè	kɔ́:ndè	k ɔ́ː n d e ¹	cotton	coton	weaving/cotton.cotton	tissage/coton.coton	1850	COTTON	kɔ́ːnde¹	k ɔː ⁵ nd e ¹ 
#															
35733	country, land	pays, terre	Donno_So	Donno So	gándà	gándà	ɡ a ⁵ n d a ¹	country, land	pays	topography.land	topographie.terre	1300	COUNTRY	ɡa⁵nda¹	ɡ a ⁵ nd a ¹ 
35734	country, land	pays, terre	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ùjùbǎy, ìjùbǎy, gáná	ùjùbǎy	u ¹ j u ¹ b a ¹⁵ j	country, land	pays	topography.land	topographie.terre	1300	COUNTRY	u¹ju¹ba¹⁵j	- u ¹ j u ¹ + b a ¹⁵ j 
35746	country, land	pays, terre	Tiranige_Boui	Tiranige (Boui, JH)	gàndá	gàndá	ɡ a ¹ n d a ⁵	country, land	pays	topography.land	topographie.terre	1300	COUNTRY	ɡa¹nda⁵	ɡ a ¹ nd a ⁵ 
35747	country, land	pays, terre	Mombo_Songho	Mombo (Songho, KP)	gándá	gándá	ɡ a ⁵ n d a ⁵	country, land	pays	topography.land	topographie.terre	1300	COUNTRY	ɡa⁵nda⁵	ɡ a ⁵ nd a ⁵ 
35749	country, land	pays, terre	Penange_Pinia	Penange (Pinia)	gándà	gándà	ɡ a ⁵ n d a ¹	country, land	pays	topography.land	topographie.terre	1300	COUNTRY	ɡa⁵nda¹	ɡ a ⁵ nd a ¹ 
#															
94	cow, bull (any bovine)	bovin (vache ou taureau)	Donno_So	Donno So	nàŋá	nàŋá	n a ¹ ŋ a ⁵	cow, bull	vache, bœuf	animal.cattle	animal.bovin	1007	COW	na¹ŋa⁵	n a ¹ - ŋ a ⁵
95	cow, bull (any bovine)	bovin (vache ou taureau)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	nàŋá	nàŋá	n a ¹ ŋ a ⁵	cow, bull	vache, bœuf	animal.cattle	animal.bovin	1007	COW	na¹ŋa⁵	n a ¹ - ŋ a ⁵
101	cow, bull (any bovine)	bovin (vache ou taureau)	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	nàŋà	nàŋà	n a ¹ ŋ a ¹	cow, bull	vache, bœuf	animal.cattle	animal.bovin	1007	COW	na¹ŋa¹	n a ¹ - ŋ a ¹
108	cow, bull (any bovine)	bovin (vache ou taureau)	Tiranige_Boui	Tiranige (Boui, JH)	ná:	ná:	n aː ⁵	cow, bull	vache, bœuf	animal.cattle	animal.bovin	1007	COW	naː⁵	n aː ⁵ - - - -
109	cow, bull (any bovine)	bovin (vache ou taureau)	Mombo_Songho	Mombo (Songho, KP)	nâ:	nâ:	n aː ⁵¹	cow, bull	vache, bœuf	animal.cattle	animal.bovin	1007	COW	naː⁵¹	n aː ⁵¹ - - - -
111	cow, bull (any bovine)	bovin (vache ou taureau)	Penange_Pinia	Penange (Pinia)	nà:	nà:	n aː ¹	cow, bull	vache, bœuf	animal.cattle	animal.bovin	1007	COW	naː¹	n aː ¹ - - - -
#															
86543	cross (road, river, border)	traverser, franchir (chemin, fleuve, frontière)	Donno_So	Donno So	táŋà	táŋà	t a ⁵ ŋ a ¹	cross	traverser, franchir	motion.pass/cross	mouvement.passer/traverser	1742	TRAVERSE	ta⁵ŋa¹	t a ⁵ ŋ a ¹ 
86544	cross (road, river, border)	traverser, franchir (chemin, fleuve, frontière)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	táŋá gàrá, táŋá	táŋá_gàrá	t a ⁵ ŋ a ⁵ _ ɡ a ¹ r a ⁵	cross	traverser, franchir	motion.pass/cross	mouvement.passer/traverser	1742	TRAVERSE	ta⁵ŋa⁵_ɡa¹ra⁵	t a ⁵ ŋ a ⁵ + ɡ a ¹ r a ⁵
86555	cross (road, river, border)	traverser, franchir (chemin, fleuve, frontière)	Tiranige_Boui	Tiranige (Boui, JH)	táŋgó	táŋgó	t a ⁵ ŋ ɡ o ⁵	cross	traverser, franchir	motion.pass/cross	mouvement.passer/traverser	1742	TRAVERSE	ta⁵ŋɡo⁵	t a ⁵ ŋɡ o ⁵ 
86556	cross (road, river, border)	traverser, franchir (chemin, fleuve, frontière)	Mombo_Songho	Mombo (Songho, KP)	púrúgè	púrúgè	p u ⁵ r u ⁵ ɡ e ¹	cross	traverser, franchir	motion.pass/cross	mouvement.passer/traverser	1742	TRAVERSE	pu⁵ru⁵ɡe¹	p u ⁵ r u ⁵ + ɡ e ¹
86558	cross (road, river, border)	traverser, franchir (chemin, fleuve, frontière)	Penange_Pinia	Penange (Pinia)	púr-gú-ndè	púr-gú-ndè	p u ⁵ r + ɡ u ⁵ + n d e ¹	cross	traverser, franchir	motion.pass/cross	mouvement.passer/traverser	1742	TRAVERSE	pu⁵r+ɡu⁵+nde¹	p u ⁵ rɡ u ⁵ + nd e ¹
#															
81942	cut off, sever (head, finger, branch)	couper (tête, doigt, branche)	Donno_So	Donno So	kɛ́dɛ̀	kɛ́dɛ̀	k ɛ ⁵ d ɛ ¹	cut off, sever	couper	cut.sever	couper.couper en deux	1432	CUT	kɛ⁵dɛ¹	k ɛ ⁵ d ɛ ¹
81943	cut off, sever (head, finger, branch)	couper (tête, doigt, branche)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	péllé	péllé	p e ⁵ l l e ⁵	cut off, sever	couper	cut.sever	couper.couper en deux	1432	CUT	pe⁵lle⁵	p e ⁵ l: e ⁵
81953	cut off, sever (head, finger, branch)	couper (tête, doigt, branche)	Tiranige_Boui	Tiranige (Boui, JH)	sɛ́mɔ́	sɛ́mɔ́	s ɛ ⁵ m ɔ ⁵	cut off, sever	couper	cut.sever	couper.couper en deux	1432	CUT	sɛ⁵mɔ⁵	s ɛ ⁵ m ɔ ⁵
81954	cut off, sever (head, finger, branch)	couper (tête, doigt, branche)	Mombo_Songho	Mombo (Songho, KP)	púrúgè	púrúgè	p u ⁵ r u ⁵ ɡ e ¹	cut off, sever	couper	cut.sever	couper.couper en deux	1432	CUT	pu⁵ru⁵ɡe¹	p u ⁵ r u ⁵ '+ ɡ e ¹
81956	cut off, sever (head, finger, branch)	couper (tête, doigt, branche)	Penange_Pinia	Penange (Pinia)	púrú-gè	púrú-gè	p u ⁵ r u ⁵ + ɡ e ¹	cut off, sever	couper	cut.sever	couper.couper en deux	1432	CUT	pu⁵ru⁵+ɡe¹	p u ⁵ r u ⁵ + ɡ e ¹
#															
8759	defecate (verb only)	déféquer (verbe seulement)	Donno_So	Donno So	bèdé	bèdé	b e ¹ d e ⁵	defecate, shit	déféquer, chier	body function.defecate	fonctionnement corporel.déféquer	676	SHIT (DEFECATE)	be¹de⁵	b e ¹ d e ⁵
8760	defecate (verb only)	déféquer (verbe seulement)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	bɛ̌:	bɛ̌:	b ɛː ¹⁵	defecate, shit	déféquer, chier	body function.defecate	fonctionnement corporel.déféquer	676	SHIT (DEFECATE)	bɛː¹⁵	b ɛː ¹⁵ - - -
8766	defecate (verb only)	déféquer (verbe seulement)	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	dùrì	dùrì	d u ¹ r i ¹	defecate, shit	déféquer, chier	body function.defecate	fonctionnement corporel.déféquer	676	SHIT (DEFECATE)	du¹ri¹	d u ¹ r i ¹
8772	defecate (verb only)	déféquer (verbe seulement)	Tiranige_Boui	Tiranige (Boui, JH)	súgɔ́	súgɔ́	s u ⁵ ɡ ɔ ⁵	defecate, shit	déféquer, chier	body function.defecate	fonctionnement corporel.déféquer	676	SHIT (DEFECATE)	su⁵ɡɔ⁵	s u ⁵ ɡ ɔ ⁵
8774	defecate (verb only)	déféquer (verbe seulement)	Penange_Pinia	Penange (Pinia)	súgɛ́	súgɛ́	s u ⁵ ɡ ɛ ⁵	defecate, shit	déféquer, chier	body function.defecate	fonctionnement corporel.déféquer	676	SHIT (DEFECATE)	su⁵ɡɛ⁵	s u ⁵ ɡ ɛ ⁵
#															
37820	dew	rosée	Donno_So	Donno So	wò:bú	wò:bú	w oː ¹ b u ⁵	dew	rosée	weather.dew	météorologie.rosée	1977	DEW	woː¹bu⁵	w oː ¹ b u ⁵ +
37821	dew	rosée	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	òmnò-ní:	òmnò-ní:	o ¹ m n o ¹ + n iː ⁵	dew	rosée	weather.dew	météorologie.rosée	1977	DEW	o¹mno¹+niː⁵	- o ¹ mn o ¹ + n iː ⁵
37832	dew	rosée	Tiranige_Boui	Tiranige (Boui, JH)	élélé	élélé	e ⁵ l e ⁵ l e ⁵	dew	rosée	weather.dew	météorologie.rosée	1977	DEW	e⁵le⁵le⁵	- e ⁵ l e ⁵ + l e ⁵
37833	dew	rosée	Mombo_Songho	Mombo (Songho, KP)	élélè // èlèlè mí:	élélè	e ⁵ l e ⁵ l e ¹	dew	rosée	weather.dew	météorologie.rosée	1977	DEW	e⁵le⁵le¹	- e ⁵ l e ⁵ + l e ¹
37835	dew	rosée	Penange_Pinia	Penange (Pinia)	èlèlè-mî:	èlèlè-mî:	e ¹ l e ¹ l e ¹ + m iː ⁵¹	dew	rosée	weather.dew	météorologie.rosée	1977	DEW	e¹le¹le¹+miː⁵¹	- e ¹ l e ¹ + l e ¹ + m iː ⁵¹ 
#															
2912	die	mourir	Donno_So	Donno So	yímè	yímè	j i ⁵ m e ¹	die	mourir	life/death.death	vie/mort.mort	1494	DIE	ji⁵me¹	j i ⁵ m e ¹
2913	die	mourir	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	núwⁿó	núwⁿó	n u ⁵ w̃ ∼ o ⁵	die	mourir	life/death.death	vie/mort.mort	1494	DIE	nu⁵w̃∼o⁵	n u ⁵ w̃∼ o ⁵
2920	die	mourir	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	nùmí	nùmí	n u ¹ m i ⁵	die	mourir	life/death.death	vie/mort.mort	1494	DIE	nu¹mi⁵	n u ¹ m i ⁵
2928	die	mourir	Tiranige_Boui	Tiranige (Boui, JH)	tíwɔ́ (Boui), tíbɔ́ (Ningo)	tíwɔ́	t i ⁵ w ɔ ⁵	die	mourir	life/death.death	vie/mort.mort	1494	DIE	ti⁵wɔ⁵	t i ⁵ w ɔ ⁵
2929	die	mourir	Mombo_Songho	Mombo (Songho, KP)	máré // dwɛ́:	máré	m a ⁵ r e ⁵	die	mourir	life/death.death	vie/mort.mort	1494	DIE	ma⁵re⁵	m a ⁵ r e ⁵
2932	die	mourir	Penange_Pinia	Penange (Pinia)	dɔ́gɛ́ (animal), ŋkíndɛ̀ (human)	dɔ́gɛ́	d ɔ ⁵ ɡ ɛ ⁵	die	mourir	life/death.death	vie/mort.mort	1494	DIE	dɔ⁵ɡɛ⁵	d ɔ ⁵ ɡ ɛ ⁵
#															
90611	difficult (work)	(travail) difficile	Donno_So	Donno So	ɲâŋ	ɲâŋ	ɲ a ⁵¹ ŋ	difficult	difficile	do/work.difficult/easy	faire/travail.difficile/facile	584	DIFFICULT	ɲa⁵¹ŋ	ɲ a ⁵¹ ŋ
90612	difficult (work)	(travail) difficile	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	nǎm	nǎm	n a ¹⁵ m	difficult	difficile	do/work.difficult/easy	faire/travail.difficile/facile	584	DIFFICULT	na¹⁵m	n a ¹⁵ m
90622	difficult (work)	(travail) difficile	Tiranige_Boui	Tiranige (Boui, JH)	má:gá	má:gá	m aː ⁵ ɡ a ⁵	difficult	difficile	do/work.difficult/easy	faire/travail.difficile/facile	584	DIFFICULT	maː⁵ɡa⁵	m aː ⁵ ɡ a ⁵ 
90623	difficult (work)	(travail) difficile	Mombo_Songho	Mombo (Songho, KP)	má:gá	má:gá	m aː ⁵ ɡ a ⁵	difficult	difficile	do/work.difficult/easy	faire/travail.difficile/facile	584	DIFFICULT	maː⁵ɡa⁵	m aː ⁵ ɡ a ⁵ 
90625	difficult (work)	(travail) difficile	Penange_Pinia	Penange (Pinia)	má:gá	má:gá	m aː ⁵ ɡ a ⁵	difficult	difficile	do/work.difficult/easy	faire/travail.difficile/facile	584	DIFFICULT	maː⁵ɡa⁵	m aː ⁵ ɡ a ⁵ 
#															
57928	disease, sickness, illness (general term)	maladie (mot général)	Donno_So	Donno So	lùlɔ́, jîm	lùlɔ́	l u ¹ l ɔ ⁵	disease, sickness, illness	maladie	medicine.disease	médecine.maladie	1986	DISEASE	lu¹lɔ⁵	l u ¹ l ɔ ⁵
57929	disease, sickness, illness (general term)	maladie (mot général)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	sì:ⁿlɛ́	sì:ⁿlɛ́	s ĩː ∼ ¹ l ɛ ⁵	disease, sickness, illness	maladie	medicine.disease	médecine.maladie	1986	DISEASE	sĩː∼¹lɛ⁵	s ĩː∼ ¹ l ɛ ⁵
57941	disease, sickness, illness (general term)	maladie (mot général)	Tiranige_Boui	Tiranige (Boui, JH)	úrú	úrú	u ⁵ r u ⁵	disease, sickness, illness	maladie	medicine.disease	médecine.maladie	1986	DISEASE	u⁵ru⁵	- u⁵ r u⁵
57942	disease, sickness, illness (general term)	maladie (mot général)	Mombo_Songho	Mombo (Songho, KP)	úrù	úrù	u ⁵ r u ¹	disease, sickness, illness	maladie	medicine.disease	médecine.maladie	1986	DISEASE	u⁵ru¹	- u ⁵ r u ¹
57944	disease, sickness, illness (general term)	maladie (mot général)	Penange_Pinia	Penange (Pinia)	ùrù (y-)	ùrù	u ¹ r u ¹	disease, sickness, illness	maladie	medicine.disease	médecine.maladie	1986	DISEASE	u¹ru¹	- u ¹ r u ¹
#															
60323	divide, share (sth)	diviser, partager (qch)	Donno_So	Donno So	gàmbìl-ɛ́:-	gàmbìl-ɛ́:-	ɡ a ¹ m b i ¹ l + ɛː ⁵	divide, share	diviser, partager	give/dispossess.distribute	donner/retirer.partager	1119	DIVIDE	ɡa¹mbi¹l+ɛː⁵	ɡ a ¹ mb i ¹ + l ɛː ⁵
60324	divide, share (sth)	diviser, partager (qch)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	gàmàrⁿá	gàmàrⁿá	ɡ a ¹ m a ¹ r̃ ∼ a ⁵	divide, share	diviser, partager	give/dispossess.distribute	donner/retirer.partager	1119	DIVIDE	ɡa¹ma¹r̃∼a⁵	ɡ a ¹ m a ¹ r̃∼ a ⁵ 
60336	divide, share (sth)	diviser, partager (qch)	Tiranige_Boui	Tiranige (Boui, JH)	úndúyó	úndúyó	u ⁵ n d u ⁵ j o ⁵	divide, share	diviser, partager	give/dispossess.distribute	donner/retirer.partager	1119	DIVIDE	u⁵ndu⁵jo⁵	- u ⁵ nd u ⁵ j o ⁵ 
60337	divide, share (sth)	diviser, partager (qch)	Mombo_Songho	Mombo (Songho, KP)	púrúgè	púrúgè	p u ⁵ r u ⁵ ɡ e ¹	divide, share	diviser, partager	give/dispossess.distribute	donner/retirer.partager	1119	DIVIDE	pu⁵ru⁵ɡe¹	p u ⁵ r u ⁵ ɡ e ¹ 
60339	divide, share (sth)	diviser, partager (qch)	Penange_Pinia	Penange (Pinia)	wélágè	wélágè	w e ⁵ l a ⁵ ɡ e ¹	divide, share	diviser, partager	give/dispossess.distribute	donner/retirer.partager	1119	DIVIDE	we⁵la⁵ɡe¹	w e ⁵ l a ⁵ ɡ e ¹ 
#															
223	dog	chien	Donno_So	Donno So	ìdú	ìdú	i ¹ d u ⁵	dog	chien	animal.dog	animal.chien	2009	DOG	i¹du⁵	- i ¹ d u ⁵ 
224	dog	chien	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ìjú	ìjú	i ¹ j u ⁵	dog	chien	animal.dog	animal.chien	2009	DOG	i¹ju⁵	- i ¹ j u ⁵ 
231	dog	chien	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	ùjù	ùjù	u ¹ j u ¹	dog	chien	animal.dog	animal.chien	2009	DOG	u¹ju¹	- u ¹ j u ¹ 
239	dog	chien	Tiranige_Boui	Tiranige (Boui, JH)	í:njɛ́ ~ í:ŋgɛ́	í:njɛ́	iː ⁵ n j ɛ ⁵	dog	chien	animal.dog	animal.chien	2009	DOG	iː⁵njɛ⁵	- iː ⁵ nj ɛ ⁵ 
240	dog	chien	Mombo_Songho	Mombo (Songho, KP)	ínjɛ̀	ínjɛ̀	i ⁵ n j ɛ ¹	dog	chien	animal.dog	animal.chien	2009	DOG	i⁵njɛ¹	- i ⁵ nj ɛ ¹ 
243	dog	chien	Penange_Pinia	Penange (Pinia)	ŋkɛ̀	ŋkɛ̀	ŋ k ɛ ¹	dog	chien	animal.dog	animal.chien	2009	DOG	ŋkɛ¹	ŋk ɛ ¹ - -
#															
1171	donkey	âne	Donno_So	Donno So	jàŋgúrù	jàŋgúrù	j a ¹ ŋ ɡ u ⁵ r u ¹	donkey	âne	donkey.donkey	âne.âne	1862	DONKEY	ja¹ŋɡu⁵ru¹	j a ¹ ŋɡ u ⁵ + r u ¹
1172	donkey	âne	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	jàndúrú ~ jàmdúrú	jàndúrú	j a ¹ n d u ⁵ r u ⁵	donkey	âne	donkey.donkey	âne.âne	1862	DONKEY	ja¹ndu⁵ru⁵	j a ¹ nd u ⁵ + r u ⁵
1179	donkey	âne	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	jòndù	jòndù	j o ¹ n d u ¹	donkey	âne	donkey.donkey	âne.âne	1862	DONKEY	jo¹ndu¹	j o ¹ nd u ¹ 
