ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	SEMFIELD_CODE	REFERENCE	OCCURRENCE
1740	1740	sole, bottom of foot	plante du pied	sole	10.0.12.0.9.0	419.0	16
1741	1741	hairy person	personne poileuse (couvert de poils)	hairy	10.0.14.0.12.0	445.0	16
1742	1742	middle (=crown) of head, pate	milieu (=sommet) de la tête	crown	10.0.15.0.2.0	456.0	16
1743	1743	lip (of mouth)	lèvres (de la bouche)	lip	10.0.18.0.6.0	482.0	16
1744	1744	nape (below skull)	nuque (sous le crâne)	nape	10.0.22.0.2.0	522.0	16
1745	1745	clench (hand) into a fist	serrer (la main) en poing	fist	11.0.10.0.2.0	611.0	16
1746	1746	lower (one's head) (verb only)	baisser (la tête) (verbe seulement)	lower head	11.0.23.0.3.0	681.0	16
1747	1747	pull in (one's stomach) (verb only)	se contracter (le ventre) (verbe seulement)	pull in stomach	11.0.24.0.2.0	687.0	16
1748	1748	be squatting (stative)	ê. accroupi (statif)	squat	12.0.3.0.2.0	8614.0	16
1749	1749	antenna (e.g. of grasshopper)	antenne (de sauterelle etc.)	antenna	13.0.4.0.6.0	767.0	16
1750	1750	pronotum (of grasshopper)	pronotum (de criquet)	pronotum	13.0.8.0.3.0	783.0	16
1751	1751	spider's web	toile d'araignée	web	13.0.12.0.1.0	795.0	16
1752	1752	end of sth long (e.g. rope, road)	bout d'un objet long (corde, chemin)	end	14.0.6.0.1.0	858.0	16
1753	1753	mango tree	manguier	tree	15.0.1.0.2.0	861.0	16
1754	1754	tree leaf	feuille d'arbre	tree leaf	15.0.7.0.2.0	901.0	16
1755	1755	intact grain spike (head) of millet	épi entier non décortiqué de mil	spike, ear (of grain)	15.0.9.0.1.0	924.0	16
1756	1756	hard skin or shell over fruit (e.g. wild date)	enveloppe dure d'un fruit charnu (comme la datte sauvage)	skin	15.0.15.0.5.0	982.0	16
1757	1757	thin skin over pulpy fruit (e.g. Sclerocarya)	peau molle d'un fruit à pulpe (par ex. le Sclerocarya)	skin	15.0.15.0.6.0	983.0	16
1758	1758	wool boubou	boubou en laine	boubou	16.0.2.0.17.0	1040.0	16
1759	1759	Dogon-type woven cotton fabric	tissu en coton de type dogon	fabric, cloth	16.0.5.0.5.0	1061.0	16
1760	1760	velvet (especially for women's head shawls and boubous)	velours (surtout pour les foulards et les boubous de femme)	velvet	16.0.5.0.9.0	1065.0	16
1761	1761	uncut roll of fabric	rouleau non coupé de tissu	roll	16.0.7.0.1.0	1073.0	16
1762	1762	belt cord of pants	corde de ceinture de pantalon	belt	16.0.10.0.4.0	1100.0	16
1763	1763	take off (shoes)	enlever (chaussure), se déchausser	take off shoe	16.0.15.0.5.0	1132.0	16
1764	1764	button (noun)	bouton (de chemise etc.)	button	16.0.21.0.4.0	1221.0	16
1765	1765	undress (sb)	déshabiller (qn)	disrobe, undress	16.0.22.0.3.0	1225.0	16
1766	1766	pull up the ends of (pants, e.g. to wade in water)	soulever en tirant le bout de (pantalon, par ex. avant de marcher dans l'eau)	pull up	16.0.23.0.1.0	1227.0	16
1767	1767	small wooden shuttle (with depression for bobbin) on weaver's loom	petite navette en bois (avec un creux pour la bobine) du métier à tisser	shuttle	17.0.9.0.1.0	1278.0	16
1768	1768	woman's finery (for dressing up)	parures de femme	finery	18.0.1.0.3.0	1292.0	16
1769	1769	tassels, pom-poms (decorations on fringe of leather or textile)	gland, pompom (frange décorative au bord d'un cuir ou d'un textile)	tassel, fringe, pom-pom	18.0.5.0.1.0	1316.0	16
1770	1770	braids, hairstyle	tresses, coiffure de femme	braid	19.0.1.0.1.0	1317.0	16
1771	1771	(woman) get one's (hair) braided	(femme) se faire tresser (les cheveux)	braid	19.0.1.0.2.0	1318.0	16
1772	1772	silver coins (as ornaments for hairstyles)	pièces de monnaies en argent (pour orner les coiffures)	coin	19.0.6.0.1.0	1330.0	16
1773	1773	I have slaked (quenched) my thirst (after drinking)	je me suis désaltéré (en buvant)	slake, quench	21.0.5.0.1.0	1445.0	16
1774	1774	breast milk	lait de sein, lait maternel	milk	23.0.1.0.6.0	1501.0	16
1775	1775	(infant) be weaned	(enfant) ê. sevré	wean	23.0.8.0.3.0	1525.0	16
1776	1776	eat (hard fruits, e.g. unripe mango, sweet potato)	manger (fruit dur, par ex. mangue crue, patate)	eat	25.0.1.0.5.0	1543.0	16
1777	1777	eat (crushed millet with water)	manger (mil écrasé à l'eau)	eat	25.0.1.0.8.0	1546.0	16
1778	1778	skim off by hand (the tastiest or least hot parts of a meal, off the top of the bowl)	enlever à la main (les meilleurs parties, ou les parties les moins chaudes, d'un repas)	skim	25.0.5.0.4.0	1569.0	16
1779	1779	break (one's fast)	rompre (le jeûne)	break fast	25.0.14.0.2.0	1601.0	16
1780	1780	millet flour	farine de mil	millet flour	26.0.10.0.3.0	1664.0	16
1781	1781	sauce (any)	(toute) sauce	sauce	26.0.14.0.3.0	1690.0	16
1782	1782	hunt (verb only)	faire la chasse (verbe seulement)	hunt	27.0.1.0.4.0	1720.0	16
1783	1783	strain, filter the water out of (e.g. Boscia peas)	passer, filtrer (pois sauvages, etc.) pour enlever l'eau	strain, filter	28.0.4.0.4.0	1782.0	16
1784	1784	sifted millet flour (that has passed through the sieve)	farine de mil tamisée (qui a passé par le tamis)	sifted flour	28.0.6.0.1.0	1793.0	16
1785	1785	residue from sifting flour (grains that remain in the sieve)	résidu du tamisage de la farine (les grains retenus dans le tamis)	residue	28.0.7.0.1.0	1795.0	16
1786	1786	mix (pounded karité fruit pits) by hand with hot water into a pulp (after pounding, before grinding and extracting the oil)	mélanger (morceaux de noyaux de karités pilés) à la main avec de l'eau chaude pour en faire une pâte (après le pilage, avant l'écrasage et l'extraction de l'huile)	pulp, dough, mix	30.0.1.0.6.0	1814.0	16
1787	1787	large open grill (for roasting meat on wood)	gros four ouvert (à griller la viande sur du bois)	oven	32.0.1.0.2.0	1909.0	16
1788	1788	cook (meat, cow-peas, etc.) in a pot	cuire (viande, haricots, etc.) dans une marmite	cook	32.0.2.0.5.0	1915.0	16
1789	1789	round bread from ground millet baked between two hot stones (especially by herders out in the bush)	pain rond, à base de mil écrasé, cuit entre deux pierres chaudes (surtout par les bergers en brousse)	bread	32.0.5.0.5.0	1642.0	16
1790	1790	roselle leaves	feuilles d'oseille (de dah)	roselle	33.0.8.0.1.0	1971.0	16
1791	1791	salt bar, slab or block of salt	barre de sel, bloc solide de sel	salt bar	33.0.9.0.2.0	1977.0	16
1792	1792	citrus fruits	agrumes	citrus	36.0.1.0.9.0	2067.0	16
1793	1793	stray millet plant (growing wild outside of field, from stray seeds)	mil qui pousse à l'état sauvage hors des champs (de semences égarées)	millet	36.0.2.1.10.0	2077.0	16
1794	1794	ginger	gingembre	ginger	36.0.6.0.11.0	2145.0	16
1795	1795	stray crop plant, crop plant (millet, roselle, etc.) that grows wild from stray seeds	plante normalement cultivée qui pousse à l'état sauvage hors du champ (de semences égarées)	stray, wild	36.0.9.0.1.0	2156.0	16
1796	1796	depression in field (furrow after plowing, or low areas around small mounds)	dépression dans un champ (sillon après qu'on a labouré avec la charrue, ou dépression autour d'un monticule où le mil pousse)	furrow	37.0.5.0.3.0	2181.0	16
1797	1797	mound (in a row of mounds, in a field)	monticule ou bosse (dans une rangée, dans un champ)	mound	37.0.5.0.4.0	2182.0	16
1798	1798	(modern) plow	charrue (moderne	plow	37.0.10.0.1.0	2217.0	16
1799	1799	act of slashing earth (to plant seeds)	fait de faire des poquets dans un champ avec la pioche	slash earth	37.0.13.0.3.0	2236.0	16
1800	1800	slash in earth (made with a pick-hoe, into which seeds are planted)	poquet dans le sol (produit par un coup de pioche, où on sème les semences)	slash	37.0.13.0.4.0	2237.0	16
1801	1801	uproot (large plants) by hacking with a daba or similar tool	déraciner (grosses plantes) en tapant avec un daba ou autre implément	uproot	37.0.20.0.4.0	2301.0	16
1802	1802	thresh by tapping lightly with sticks (bundles of dried sesame or roselle plants) so the seeds fall into baskets or onto the ground	battre en tapant légèrement avec un bois (fagots de sésame ou de dah) de sorte que les graines tombent dans des paniers ou sur le sol	thresh	37.0.22.0.29.0	9194.0	16
1803	1803	tankard, large drinking cup	bol, pot (à boire)	cup	42.0.4.0.1.0	2467.0	16
1804	1804	bottle	bouteille	bottle	45.0.5.0.2.0	2525.0	16
1805	1805	spoon	cuiller	spoon	46.0.1.0.1.0	2529.0	16
1806	1806	ladle, serve (a meal, scooping it from the pot and serving it into the eating bowl)	enlever, servir (un repas, en l'enlevant de la marmite avec une louche pour le mettre dans une tasse)	ladle, serve, scoop	46.0.3.0.1.0	2539.0	16
1807	1807	(tea, soap, etc.) foam, be frothy, be sudsy, have bubbles on top (verb plus noun)	(thé, savon, etc.) écumer, faire de la mousse, faire des bourbouilles (verbe plus substantif)	froth, foam	47.0.5.0.3.0	2576.0	16
1808	1808	overflow, spill over	déborder	overflow	47.0.10.0.3.0	2603.0	16
1809	1809	clay	argile	clay	48.0.7.0.1.0	2641.0	16
1810	1810	staff (stick) for herder with one curved or hooked end for knocking down branches and one forked end for gripping	bâton de berger avec un bout courbé ou en crochet qui sert à faire baisser les branches d'arbre, et l'autre bout fourchu pour tenir dans la main	stick, staff	49.0.4.0.2.0	2666.0	16
1811	1811	simple straight walking stick (for man or woman)	bâton à marcher simple (d'homme ou de femme)	stick, staff	49.0.4.0.6.0	2670.0	16
1812	1812	stump (of a fallen tree)	souche (d'un arbre tombé)	stump	49.0.8.0.2.0	2682.0	16
1813	1813	stump (of a chopped-down tree)	souche (d'un arbre coupé)	stump	49.0.8.0.3.0	2683.0	16
1814	1814	chewing tobacco	tabac à chiquer	chewing tobacco	51.0.4.0.1.0	2718.0	16
1815	1815	draw (liquid) into a canister or into a small necked gourd by immersing it	puiser (liquide) dans un bidon ou dans une petite gourde à col en le plongeant	draw	53.0.4.0.8.0	2758.0	16
1816	1816	go and draw (water)	aller puiser (eau)	fetch water	53.0.5.0.1.0	2759.0	16
1817	1817	water-carrier	porteur d'eau	carrier	53.0.5.0.3.0	2761.0	16
1818	1818	housing compound (with courtyard)	concessions (apartements avec une cour)	compound	54.0.1.0.2.0	2763.0	16
1819	1819	build a shed	construire un hangar	build	54.0.3.0.4.0	2776.0	16
1820	1820	build (shed) (verb only)	construire (hangar) (verbe seulement)	build	54.0.3.0.5.0	2777.0	16
1821	1821	foundation (of house)	fondement, soubassement (de maison)	foundation	54.0.7.0.1.0	2803.0	16
1822	1822	corner (internal)	coin (intérieur)	corner	54.0.9.0.13.0	2822.0	16
1823	1823	tamp down (earth on new roof, one day or half-day after laying it), to level it	damer (banco d'un nouveau toit, un jour ou un demi-jour après l'avoir posé) pour le niveler	build roof, tamp, level	54.0.18.0.9.0	2870.0	16
1824	1824	long wooden bench in a public place (where young men chat in the late afternoon)	long banc en bois dans un lieu public (où les jeunes hommes causent vers le petit soir)	bench	54.0.27.0.6.0	2910.0	16
1825	1825	Dogon country	pays dogon	zone	57.0.2.0.1.0	2955.0	16
1826	1826	border	frontière	border	57.0.4.0.1.0	2968.0	16
1827	1827	sandy plains, flat land with sandy soil	plaine sableuse, terrain plat à sol sableux	plain	57.0.10.0.1.0	2998.0	16
1828	1828	make a mound of earth	faire un monticule de terre	mound	57.0.14.0.1.0	3020.0	16
1829	1829	big river (e.g. Niger)	gros fleuve (par ex., le Niger)	river	58.0.2.0.3.0	3035.0	16
1830	1830	riverbed (often dry)	oued (souvent sec)	riverbed	58.0.2.0.4.0	3036.0	16
1831	1831	ocean, sea	océan, mer	ocean, sea	58.0.3.0.1.0	3039.0	16
1832	1832	drizzle (verb only), (rain) fall very lightly	bruiner, (pluie) tomber très légèrement	drizzle	60.0.1.0.6.0	3097.0	16
1833	1833	(rainstorm) thunder(s)	(tempête) tonner	thunder	60.0.3.0.2.0	3111.0	16
1834	1834	go forward, advance	avancer	advance, forward	61.0.2.0.1.0	3147.0	16
1835	1835	(going) forward, ahead	(allant) par devant, en avant	forward	61.0.2.0.3.0	3149.0	16
1836	1836	put (e.g. waterjar, cooking pot) on a stand or on a stone hearth to keep it off the ground	poser (canari, marmite) sur un support or sur un foyer à trois pierres pour qu'il reste au-dessus du sol	put up	61.0.6.0.9.0	3169.0	16
1837	1837	put (sth) across (road)	mettre (qch) à travers (chemin)	put across	61.0.8.0.9.0	3188.0	16
1838	1838	(logophoric singular pronoun)	(pronom logophorique singulier)	logophoric	62.0.5.0.1.0	3200.0	16
1839	1839	(reflexive object)	(complément réfléchi)	reflexive	62.0.5.0.4.0	3203.0	16
1840	1840	reciprocally, each other (two persons)	réciproquement, l'un l'autre (deux personnes)	each other	62.0.6.0.1.0	3205.0	16
1841	1841	reciprocally, each other (more than two humans)	réciproquement, les uns les autres (plus que deux personnes)	each other	62.0.6.0.2.0	3206.0	16
1842	1842	fence (for garden)	clôture (de jardin)	fence	63.0.3.0.8.0	3229.0	16
1843	1843	at home, homeward, in the house	à la maison	home	63.0.5.0.1.0	3239.0	16
1844	1844	at my place	chez moi	place, at	63.0.5.0.2.0	3240.0	16
1845	1845	all the way to, as far as (place)	jusqu'à (lieu)	all the way	63.0.6.0.2.0	3246.0	16
1846	1846	switch, substitute (sth, for sth else)	substituer (qch, pour qch)	substitute, switch	64.0.2.0.3.0	3265.0	16
1847	1847	take (sth) far away	éloigner (qch)	take far	65.0.1.0.3.0	3318.0	16
1848	1848	spread out (fingers of hand)	étendre (les doigts de la main)	spread	65.0.3.0.7.0	3339.0	16
1849	1849	side, area, zone (e.g. of a village)	zone, côté (d'un village etc.)	side, area, zone	66.0.2.0.1.0	3350.0	16
1850	1850	behind him/her	derrière lui	behind	66.0.4.0.2.0	3360.0	16
1851	1851	above me	au-dessus de moi	above	66.0.5.0.1.0	3367.0	16
1852	1852	on (sth, sb)	sur (qch, qn)	on	66.0.5.0.4.0	3370.0	16
1853	1853	make (more) spacious, widen (e.g. courtyard)	rendre (plus) spacieux, élargir (cour, etc.)	spacious, roomy	67.0.3.0.3.0	3403.0	16
1854	1854	lock (on door, etc.)	fermeture (de porte etc.)	lock	68.0.5.0.1.0	3448.0	16
1855	1855	key (modern)	clé (moderne)	key	68.0.6.0.2.0	3455.0	16
1856	1856	make (sth) big or bigger	faire grossir (qch), rendre (plus) gros	increase	69.0.1.0.3.0	3458.0	16
1857	1857	massive, stout (tree, body)	(arbre, corps) massif	massive, stout	69.0.2.0.1.0	3467.0	16
1858	1858	make (sth) small	rendre (qch) petit	small, little	69.0.3.0.3.0	3478.0	16
1859	1859	champion fighter, giant	champion de la lutte traditionnelle, géant, colosse	giant, champion	69.0.7.0.11.0	3517.0	16
1860	1860	deepen (hole, well)	approfondir (puits, trou)	deep	69.0.9.0.3.0	3539.0	16
1861	1861	burrow (dug by an animal)	terrier (creusé par un animal)	burrow	70.0.1.0.12.0	3592.0	16
1862	1862	ditch	fossé	ditch	70.0.2.0.4.0	3597.0	16
1863	1863	chop a shallow hole (as a foothold) in a tree trunk	couper un trou peu profond dans un tronc d'arbre (pour y mettre le pied en grimpant)	tree hole	70.0.4.0.2.0	3611.0	16
1864	1864	one day (duration of time)	un jour (durée de temps)	day	71.0.1.0.2.0	3616.0	16
1865	1865	two days (duration)	deux jours (durée)	day	71.0.1.0.3.0	3617.0	16
1866	1866	one year	une année	year	71.0.3.0.2.0	3621.0	16
1867	1867	still, until now (adverb)	encore, toujours, jusqu'à présent	still	71.0.11.0.1.0	3660.0	16
1868	1868	third day from today	troisième jour après aujourd'hui	3rd day	72.0.7.0.1.0	3688.0	16
1869	1869	entire morning, half-day (7 AM-noon)	matinée entière, demi-journée (7-12 h.)	half-day	73.0.4.0.1.0	3716.0	16
1870	1870	Saturday	samedi	saturday	74.0.7.0.1.0	3771.0	16
1871	1871	beginning	commencement, début	beginning	77.0.1.0.3.0	3807.0	16
1872	1872	(e.g. herd) be complete, be all accounted for	(troupeau, etc.) ê. au complet	complete	77.0.4.0.3.0	3817.0	16
1873	1873	(need, problem) be resolved, solved	(besoin, problème) ê. résolu, ê. réglé	resolved	77.0.6.0.1.0	3831.0	16
1874	1874	father, Dad	père, papa	father, dad	78.0.1.0.7.0	3839.0	16
1875	1875	mom! (vocative to one's actual mother)	maman! (appel adressé à sa vraie mère)	mother, mom	78.0.2.0.4.0	3843.0	16
1876	1876	Grandpa! (vocative)	ô grand-père! (appel)	grandfather	78.0.6.0.8.0	3867.0	16
1877	1877	Grandma! (vocative)	ô grand-mère! (appel)	grandmother	78.0.6.0.9.0	3868.0	16
1878	1878	grandchild (possessed)	petit-fils ou petite-fille (possessif)	grandchild	78.0.7.0.3.0	3877.0	16
1879	1879	children, offspring (of sb)	les enfants (de qn)	children (kin)	78.0.9.0.4.0	3888.0	16
1880	1880	your wife	ton épouse	wife	78.0.15.0.2.0	3916.0	16
1881	1881	senior wife (among two co-wives)	épouse aînée, première épouse (parmi deux co-épouses)	wife	78.0.15.0.4.0	3918.0	16
1882	1882	junior wife	épouse cadette	wife	78.0.15.0.5.0	3919.0	16
1883	1883	my father- or mother-in-law	mon beau-père, ma belle-mère	parent-in-law	78.0.19.0.8.0	3935.0	16
1884	1884	agemate, peer, contemporary (of sb, e.g. born within a couple of years of each other)	contemporain, camarade du même âge (de qn, par ex. né avec une ou deux années d'écart)	agemate, peer	79.0.1.0.3.0	3970.0	16
1885	1885	Bella (person)	bella (personne)	bella	81.0.2.0.3.0	4055.0	16
1886	1886	Songhay	songhay	songhay	81.0.13.0.1.0	4087.0	16
1887	1887	member of a caste of carpenters (e.g. bowl-makers) and griots	membre d'une caste de charpentiers (fabricateurs d'écuelles) et griots	carpenter, griot	82.0.2.0.1.0	4101.0	16
1888	1888	political power	pouvoir politique	power	86.0.7.0.1.0	4234.0	16
1889	1889	Koranic school	école coranique	koranic school	87.0.8.0.1.0	4298.0	16
1890	1890	pilgimage to Mecca	pèlerinage à la Mecque	pilgrimage	87.0.10.0.2.0	4313.0	16
1891	1891	angel	ange	angel	87.0.12.0.3.0	4329.0	16
1892	1892	sin	péché	sin	87.0.15.0.2.0	4352.0	16
1893	1893	(God) create (sth)	(Dieu) créer (qch)	create	87.0.17.0.1.0	4354.0	16
1894	1894	magic (magic tricks, illusions)	magie (illusionniste)	magic	88.0.1.0.2.0	4357.0	16
1895	1895	(boy) be circumcised	(garçon) ê. circoncis	circumcise	90.0.1.0.3.0	4434.0	16
1896	1896	female excision (cliterodectomy)	excision (circoncision féminine)	excision	90.0.2.0.1.0	4440.0	16
1897	1897	court, woo (a woman) for marriage	faire la cour à (une femme, pour le mariage)	court, woo	91.0.3.0.1.0	4453.0	16
1898	1898	brideprice (reverse dowry)	dot, prix de mariage (payé à la famille de la mariée)	brideprice	91.0.5.0.1.0	4463.0	16
1899	1899	contract (a marriage)	contrater (mariage)	contract marriage	91.0.7.0.2.0	4470.0	16
1900	1900	act of tickling	fait de chatouiller	tickle	92.0.5.0.2.0	4514.0	16
1901	1901	enemy	ennemi	enemy	94.0.7.0.6.0	4615.0	16
1902	1902	stalk (prey, enemy)	suivre en cachette (proie, ennemi)	stalk, lie in wait	94.0.9.0.1.0	4619.0	16
1903	1903	sword, saber (any type)	épée, sabre (de toute sorte)	saber, sword	95.0.3.0.1.0	4651.0	16
1904	1904	fend off (an attacker)	parer (un attaquant)	fend off, parry	95.0.4.0.1.0	4657.0	16
1905	1905	leather shield (against knife)	bouclier en peau (contre couteau)	shield	95.0.4.0.2.0	4658.0	16
1906	1906	bow and arrows	arc et flèches	bow, arrow	95.0.6.0.1.0	4665.0	16
1907	1907	whip (strap of animal hide)	fouet (lanière de peau)	whip	95.0.8.0.1.0	4675.0	16
1908	1908	entice, lure (sb)	allécher, attirer (qn) par la ruse	entice, lure	96.0.6.0.3.0	4776.0	16
1909	1909	Islamic law	charia, droit islamique	law	97.0.1.0.1.0	4779.0	16
1910	1910	judgement, ruling (on a case)	jugement, disposition (d'un cas judiciare)	judgement	97.0.3.0.5.0	4788.0	16
1911	1911	testify, bear witness	témoigner de, attester	testify	97.0.9.0.2.0	4806.0	16
1912	1912	I am sick (positive predicate)	je suis malade (prédicat substantif)	sick	98.0.1.0.6.0	4824.0	16
