ID	CONCEPT_IN_SOURCE	IPA	CONCEPT_FRENCH	CONCEPTICON_ID	DOCULECT	CONCEPT	BORROWINGS	TOKENS
1670	cow, bull (any bovine)	náà	bovin (vache ou taureau)	1008	Toro_So	COW		n a: ⁵¹
1671	weep, cry	kàsí	pleurer	1839	Bambara	CRY		k a ¹ s i ⁵
1672	weep, cry	ʒīn-dò	pleurer	1839	Bangime	CRY	Toro_Tegu	ʒ i ³ n + d o ¹
1673	weep (verb only)	yɔ́	pleurer (verbe seulement)	1839	Bankan_Tey	CRY		j ɔ ⁵
1674	weep (verb only)	yɔ́	pleurer (verbe seulement)	1839	Ben_Tey	CRY		j ɔ ⁵
1675	weep, cry	guo	pleurer	1839	Bozo_Debo	CRY		ɡ u o
1676	weep, cry	gwo	pleurer	1839	Bozo_Hainyaxo	CRY		ɡ w o
1677	weep, cry	go	pleurer	1839	Bozo_Korondougou_nord	CRY		ɡ o
1678	weep, cry	kwɔⁿmɔ	pleurer	1839	Bozo_Korondougou_sud	CRY		k w ɔ̃ ∼ m ɔ
1679	weep, cry	go	pleurer	1839	Bozo_Kotya	CRY		ɡ o
1680	weep, cry	goro	pleurer	1839	Bozo_Pondori_nord	CRY		ɡ o r o
1681	weep, cry	wuo	pleurer	1839	Bozo_Pondori_sud	CRY		w u o
1682	weep, cry	guo	pleurer	1839	Bozo_Tiema_Cewe	CRY		ɡ u o
1683	weep, cry	gwo	pleurer	1839	Bozo_Tieyaxo	CRY		ɡ w o
1684	weep (verb only)	pê:	pleurer (verbe seulement)	1839	Bunoge	CRY		p eː ⁵¹
1685	weep (verb only)	yɛ̂:	pleurer (verbe seulement)	1839	Dogul_Dom	CRY		j ɛː ⁵¹
1686	weep (verb only)	yǎ:	pleurer (verbe seulement)	1839	Donno_So	CRY		j aː ¹⁵
1687	weep, cry	wullu-de	pleurer	1839	Fulfulde	CRY		w u l l u + d e
1688	weep (verb only)	ɛ́:ⁿ	pleurer (verbe seulement)	1839	Gourou	CRY		ɛ̃ː ∼ ⁵
1689	weep (verb only)	ɛ̌:ⁿ	pleurer (verbe seulement)	1839	Jamsay	CRY		ɛ̃ː ∼ ¹⁵
1690	weep (verb only)	pé:	pleurer (verbe seulement)	1839	Jamsay	CRY		p eː ⁵
1691	weep, cry	wō	pleurer	1839	Jenaama	CRY		w o ³
1692	weep (verb only)	wɛ́:	pleurer (verbe seulement)	1839	Mombo	CRY		w ɛː ⁵
1693	weep (verb only)	ɲɛ́	pleurer (verbe seulement)	1839	Najamba	CRY		ɲ ɛ ⁵
1694	weep (verb only)	kóyó	pleurer (verbe seulement)	1839	Nanga	CRY		k o ⁵ j o ⁵
1695	weep (verb only)	wwɛ́:	pleurer (verbe seulement)	1839	Penange	CRY		w w ɛː ⁵
1696	weep (verb only)	kóyó	pleurer (verbe seulement)	1839	Perge_Tegu	CRY		k o ⁵ j o ⁵
1697	[intr] weep (noisily), whine, sob	hé:ⁿ	pleurer, sangloter	1839	Songhai_Senni	CRY		h ẽː ∼ ⁵
1698	[intr] (sb) weep, sob; (animal) cry, bleat; (rain) fall //	hɛ́:ⁿ	(qn) pleurer	1839	Songhai_Kiini	CRY		h ɛ̃ː ∼ ⁵
1699	weep, cry	wú	pleurer	1839	Soninke	CRY		w u ⁵
1700	weep (verb only)	kɔ́mɔ́	pleurer (verbe seulement)	1839	Tiranige_Diga	CRY		k ɔ ⁵ m ɔ ⁵
1701	weep (verb only)	kɔ́:ⁿ	pleurer (verbe seulement)	1839	Togo_Kan	CRY		k ɔː ∼
1702	weep (verb only)	píyé	pleurer (verbe seulement)	1839	Tommo_So	CRY		p i ⁵ j e ⁵
1703	weep (verb only)	yí	pleurer (verbe seulement)	1839	Toro_Tegu	CRY		j i ⁵
1704	weep (verb only)	yɛ́	pleurer (verbe seulement)	1839	Yanda_Dom	CRY		j ɛ ⁵
1705	weep (verb only)	pí:	pleurer (verbe seulement)	1839	Yorno_So	CRY		p iː ⁵
1706	weep (verb only)	yé:	pleurer (verbe seulement)	1839	Yorno_So	CRY		j eː ⁵
1707	dew	mììŋɡá	rosée	1977	Bangime	DEW		m iː ¹ ŋ ɡ a ⁵
1708	dew	èrè_rěy	rosée	1977	Bankan_Tey	DEW		e ¹ r e ¹ _ r e ¹⁵ j
1709	dew	ìrè_nî:	rosée	1977	Ben_Tey	DEW		i ¹ r e ¹ _ n iː ⁵¹
1710	dew	joⁿbo	rosée	1977	Bozo_Tiema_Cewe	DEW		dʒ o ∼ b o
1711	dew	joⁿbo	rosée	1977	Bozo_Tieyaxo	DEW		dʒ o ∼ b o
1712	dew	ʔíwól-gɔ̀	rosée	1977	Bunoge	DEW		ʔ i ⁵ w o ⁵ l + ɡ ɔ ¹
1713	dew	òlò_òló	rosée	1977	Dogul_Dom	DEW		o ¹ l o ¹ _ o ¹ l o ⁵
1714	dew	wò:bú	rosée	1977	Donno_So	DEW		w oː ¹ b u ⁵
1715	dew	sawande-re	rosée	1977	Fulfulde	DEW		s a w a n d e + r e
1716	dew	òmnò_ní:	rosée	1977	Gourou	DEW		o ¹ m n o ¹ _ n iː ⁵
1717	dew	òmnò_ní:	rosée	1977	Jamsay	DEW		o ¹ m n o ¹ _ n iː ⁵
1718	dew	púújī	rosée	1977	Jenaama	DEW		p uː ⁵ dʒ i ³
1719	dew	él_élè	rosée	1977	Mombo	DEW		e ⁵ l _ e ⁵ l e ¹
1720	dew	èlǎ:	rosée	1977	Najamba	DEW		e ¹ l aː ¹⁵
1721	dew	nì:_sǒ:rô	rosée	1977	Nanga	DEW		n iː ¹ _ s oː ¹⁵ r o ⁵¹
1722	dew	èlèlè_mî:	rosée	1977	Penange	DEW		e ¹ l e ¹ l e ¹ _ m iː ⁵¹
1723	dew	òmdò_ní:	rosée	1977	Perge_Tegu	DEW		o ¹ m d o ¹ _ n iː ⁵
1724	[n] dew //	hárándáwⁿ	rosée	1977	Songhai_Kiini	DEW		h a ⁵ r a ⁵ n d a ⁵ w̃ ∼
1725	[n] moisture, dew	hárándáŋó	humidité, rosée	1977	Songhai_Senni	DEW		h a ⁵ r a ⁵ n d a ⁵ ŋ o ⁵
1726	dew	è:lé:	rosée	1977	Tebul_Ure	DEW		eː ¹ l eː ⁵
1727	dew	élélé	rosée	1977	Tiranige_Diga	DEW		e ⁵ l e ⁵ l e ⁵
1728	dew	òrùmò_dí:	rosée	1977	Togo_Kan	DEW		o ¹ r u ¹ m o ¹ _ d iː ⁵
1729	dew	wòòbú	rosée	1977	Tommo_So	DEW		w oː ¹ b u ⁵
1730	dew	àrándáŋ	rosée	1977	Toro_Tegu	DEW	SONG	a ¹ r a ⁵ n d a ⁵ ŋ
1731	dew	è_èl	rosée	1977	Yanda_Dom	DEW		e ¹ _ e ¹ l
1732	dew	wòbú	rosée	1977	Yorno_So	DEW		w o ¹ b u ⁵
1733	dew	wòòbú	rosée	1978	Toro_So	DEW		w oː ¹ b u ⁵
1734	die	dɔ̂:	mourir	1494	Ampari	DIE		d ɔː ⁵¹
1735	die	sà	mourir	1494	Bambara	DIE		s a ¹
1736	die	yāwɔ̀	mourir	1494	Bangime	DIE	Bunoge	j a ³ w ɔ ¹
1737	die	tíwɛ́	mourir	1494	Bankan_Tey	DIE		t i ⁵ w ɛ ⁵
1738	die	tíwɛ́	mourir	1494	Ben_Tey	DIE		t i ⁵ w ɛ ⁵
1739	die	kale	mourir	1494	Bozo_Debo	DIE		k a l e
1740	die	saⁿŋoⁿ	mourir	1494	Bozo_Hainyaxo	DIE		s ã ∼ ŋ o ∼
1741	die	kale	mourir	1494	Bozo_Korondougou_nord	DIE		k a l e
1742	die	kale	mourir	1494	Bozo_Korondougou_sud	DIE		k a l e
1743	die	kale	mourir	1494	Bozo_Kotya	DIE		k a l e
1744	die	kale	mourir	1494	Bozo_Pondori_nord	DIE		k a l e
1745	die	kari	mourir	1494	Bozo_Pondori_sud	DIE		k a r i
1746	die	ca	mourir	1494	Bozo_Tiema_Cewe	DIE		tʃ a
1747	die	kale	mourir	1494	Bozo_Tieyaxo	DIE		k a l e
1748	die	dɔ́:wɛ̀	mourir	1494	Bunoge	DIE		d ɔː w ɛ ¹
1749	die	tìbɛ́	mourir	1494	Dogul_Dom	DIE		t i ¹ b ɛ ⁵
1750	die	yímè	mourir	1494	Donno_So	DIE		j i ⁵ m e ¹
1751	die	maay-de	mourir	1494	Fulfulde	DIE		m a a j + d e
1752	die	núwⁿó	mourir	1494	Jamsay	DIE		n u ⁵ w̃ ∼ o ⁵
1753	die	wà	mourir	1494	Jenaama	DIE		w a ¹
1754	die	máré	mourir	1494	Mombo	DIE		m a ⁵ r e ⁵
1755	die	tíbɛ́	mourir	1494	Najamba	DIE		t i ⁵ b ɛ ⁵
1756	die	túwɛ́	mourir	1494	Nanga	DIE		t u ⁵ w ɛ ⁵
1757	die	dɔ́gɛ́	mourir	1494	Penange	DIE		d ɔ ⁵ ɡ ɛ ⁵
1758	die	núwⁿó	mourir	1494	Perge_Tegu	DIE		n u ⁵ w̃ ∼ o ⁵
1759	[intr] die	bú:	mourir, décéde	1494	Songhai_Kiini	DIE		b uː ⁵
1760	[intr] die	bú:	mourir, décéde	1494	Songhai_Senni	DIE		b uː ⁵
1761	die	kàrá	mourir	1494	Soninke	DIE		k a ¹ r a ⁵
1762	die	tíbɛ́	mourir	1494	Tebul_Ure	DIE		t i ⁵ b ɛ ⁵
1763	die	tíwɔ́	mourir	1494	Tiranige_Diga	DIE		t i ⁵ w ɔ ⁵
1764	die	nú:	mourir	1494	Togo_Kan	DIE		n uː ⁵
1765	die	yímɛ́	mourir	1494	Tommo_So	DIE		j i ⁵ m ɛ ⁵
1766	die	nùmí	mourir	1494	Tomo_Kan	DIE		n u ¹ m i ⁵
1767	die	núm	mourir	1494	Toro_Tegu	DIE		n u ⁵ m
1768	die	tíbɛ́	mourir	1494	Yanda_Dom	DIE		t i ⁵ b ɛ ⁵
1769	die	yíwⁿɛ́	mourir	1494	Yorno_So	DIE		j i ⁵ w̃ ∼ ɛ ⁵
1770	die	ɲíì	mourir	1495	Toro_So	DIE		ɲ iː ⁵¹
1771	dig	jaɡa	creuser	1418	Bambara	DIG		dʒ a ɡ a
1772	dig	kììndù	creuser	1418	Bangime	DIG	Dogul_Dom	k iː ¹ n d u ¹
1773	dig (sth)	gàzí	creuser (qch)	1418	Bankan_Tey	DIG		ɡ a ¹ z i ⁵
1774	dig (sth)	gɔ́jɛ̀	creuser (qch)	1418	Bunoge	DIG		ɡ ɔ ⁵ dʒ ɛ ¹
1775	dig (sth)	gànjé	creuser (qch)	1418	Dogul_Dom	DIG		ɡ a ¹ n dʒ e ⁵
1776	dig (sth)	wànjá	creuser (qch)	1418	Donno_So	DIG		w a ¹ n dʒ a ⁵
1777	dig	asu-de	creuser	1418	Fulfulde	DIG		a s u + d e
1778	dig (sth)	zǎ:ⁿ	creuser (qch)	1418	Gourou	DIG		z ãː ∼ ¹⁵
1779	dig (sth)	jǎ:ⁿ	creuser (qch)	1418	Jamsay	DIG		dʒ ãː ∼ ¹⁵
1780	dig	sàgà	creuser	1418	Jenaama	DIG		s a ¹ ɡ a ¹
1781	dig (sth)	gánjé	creuser (qch)	1418	Mombo	DIG		ɡ a ⁵ n dʒ e ⁵
1782	dig (sth)	gǔl	creuser (qch)	1418	Najamba	DIG		ɡ u ¹⁵ l
1783	dig (sth)	gànjí	creuser (qch)	1418	Nanga	DIG		ɡ a ¹ n dʒ i ⁵
1784	dig (sth)	gájé	creuser (qch)	1418	Penange	DIG		ɡ a ⁵ dʒ e ⁵
1785	dig	gànjá	creuser	1418	Perge_Tegu	DIG		ɡ a ¹ n dʒ a ⁵
1786	[tr] excavate, dig (well, pit)	fánsí	creuser (puits, fosse)	1418	Songhai_Senni	DIG		f a ⁵ n s i ⁵
1787	[intr, tr] dig // 	fánsí	creuser	1418	Songhai_Kiini	DIG		f a ⁵ n s i ⁵
1788	dig	báajá	creuser	1418	Soninke	DIG		b a ⁵ a dʒ a ⁵
1789	dig	jáabá	creuser	1418	Soninke	DIG		dʒ a ⁵ a b a ⁵
1790	dig (sth)	gùló	creuser (qch)	1418	Tebul_Ure	DIG		ɡ u ¹ l o ⁵
1791	dig (sth)	kɔ́lɔ́	creuser (qch)	1418	Tiranige_Diga	DIG		k ɔ ⁵ l ɔ ⁵
1792	dig	jǎ:	creuser	1418	Togo_Kan	DIG		dʒ aː ¹⁵
1793	dig	gùló	creuser	1418	Tommo_So	DIG		ɡ u ¹ l o ⁵
1794	dig (sth)	gàsú	creuser (qch)	1418	Toro_Tegu	DIG		ɡ a ¹ s u ⁵
1795	dig	gùló	creuser	1418	Yorno_So	DIG		ɡ u ¹ l o ⁵
1796	dig	ɡùró	creuser	1419	Toro_So	DIG		ɡ u ¹ r o ⁵
1797	disease, illness	bàná	maladie	1986	Bambara	DISEASE		b a ¹ n a ⁵
1798	disease, illness	dɛ̀ɡɛ̀	maladie	1986	Bangime	DISEASE		d ɛ ¹ ɡ ɛ ¹
1799	disease, sickness, illness (general term)	ɔ̀:rɔ̌n	maladie (mot général)	1986	Bankan_Tey	DISEASE		ɔː ¹ r ɔ ¹⁵ n
1800	disease, sickness, illness (general term)	ɔ̀:rɔ̌y	maladie (mot général)	1986	Ben_Tey	DISEASE		ɔː ¹ r ɔ ¹⁵ j
1801	disease, sickness, illness (general term)	ʔúrù	maladie (mot général)	1986	Bunoge	DISEASE		ʔ u ⁵ r u ¹
1802	disease, sickness, illness (general term)	jìmúŋ	maladie (mot général)	1986	Dogul_Dom	DISEASE		dʒ i ¹ m u ⁵ ŋ
1803	disease, sickness, illness (general term)	lùlɔ́	maladie (mot général)	1986	Donno_So	DISEASE		l u ¹ l ɔ ⁵
1804	disease, illness	ɲaw	maladie	1986	Fulfulde	DISEASE		ɲ a w
1805	disease, sickness, illness (general term)	sì:ⁿlá	maladie (mot général)	1986	Gourou	DISEASE		s ĩː ∼ ¹ l a ⁵
1806	disease, sickness, illness (general term)	sì:ⁿlɛ́	maladie (mot général)	1986	Jamsay	DISEASE		s ĩː ∼ ¹ l ɛ ⁵
1807	disease, illness	wɔ̀bɔ̀	maladie	1986	Jenaama	DISEASE		w ɔ ¹ b ɔ ¹
1808	disease, sickness, illness (general term)	úrù	maladie (mot général)	1986	Mombo	DISEASE		u ⁵ r u ¹
1809	disease, sickness, illness (general term)	sà:mǎn	maladie (mot général)	1986	Najamba	DISEASE		s aː ¹ m a ¹⁵ n
1810	disease, sickness, illness (general term)	mùrⁿá	maladie (mot général)	1986	Nanga	DISEASE		m u ¹ r̃ ∼ a ⁵
1811	disease, sickness, illness (general term)	ùrù	maladie (mot général)	1986	Penange	DISEASE		u ¹ r u ¹
1812	disease, sickness, illness (general term)	šì:ná	maladie (mot général)	1986	Perge_Tegu	DISEASE		ʃ iː ¹ n a ⁵
1813	[n] illness, physical pain	jáŋgórò	maladie, douleur corporelle [usual term is dór-ó 1].	1986	Songhai_Senni	DISEASE		dʒ a ⁵ ŋ ɡ o ⁵ r o ¹
1814	[n] sickness // 	záññɔ́:	maladie [some nouns and verbs 	1986	Songhai_Kiini	DISEASE		z a ⁵ ɲ ɲ ɔː
1815	disease, illness	wàttê	maladie	1986	Soninke	DISEASE		w a ¹ t t e ⁵¹
1816	disease, sickness, illness (general term)	dɔ̀rɔ́	maladie (mot général)	1986	Tebul_Ure	DISEASE		d ɔ ¹ r ɔ ⁵
1817	disease, sickness, illness (general term)	úrú	maladie (mot général)	1986	Tiranige_Diga	DISEASE		u ⁵ r u ⁵
1818	disease, sickness, illness (general term)	nùrⁿú	maladie (mot général)	1986	Togo_Kan	DISEASE		n u ¹ r̃ ∼ u ⁵
1819	disease, sickness, illness (general term)	jím	maladie (mot général)	1986	Tommo_So	DISEASE		dʒ i ⁵ m
1820	disease, sickness, illness (general term)	lùrɔ́	maladie (mot général)	1986	Toro_Tegu	DISEASE		l u ¹ r ɔ ⁵
1821	disease, sickness, illness (general term)	cìŋ	maladie (mot général)	1986	Yanda_Dom	DISEASE		tʃ i ¹ ŋ
1822	disease, sickness, illness (general term)	jîm	maladie (mot général)	1986	Yorno_So	DISEASE		dʒ i ⁵¹ m
1823	disease, sickness, illness (general term)	gíwⁿú	maladie (mot général)	1987	Toro_So	DISEASE		ɡ i ⁵ w̃ ∼ u ⁵
1824	divide, share (sth)	táxándí	partager ; être partagé	1119	Bambara	DIVIDE		t a ⁵ a ⁵ n d i ⁵
1825	divide, share (sth)	tílá	partager, départager, diviser	1119	Bambara	DIVIDE		t i ⁵ l a ⁵
1826	divide, share (sth)	fárá	séparer, diviser	1119	Bambara	DIVIDE		f a ⁵ r a ⁵
1827	separate; share, divide	ɡùyɛ̀ndɛ̀	séparer; partager, diviser	1119	Bangime	DIVIDE		ɡ u ¹ j ɛ ¹ n d ɛ ¹
1828	divide, share (sth)	kéríyé	diviser, partager (qch)	1119	Bankan_Tey	DIVIDE		k e ⁵ r i ⁵ j e ⁵
1829	divide, share (sth)	kéríyé	diviser, partager (qch)	1119	Ben_Tey	DIVIDE		k e ⁵ r i ⁵ j e ⁵
1830	[n] illness, physical pain	céexú	diviser	1119	Bozo_Tiema_Cewe	DIVIDE		tʃ e ⁵ e u ⁵
1831	divide, share (sth)	cɛ́tílá	diviser, partager à parts égales	1119	Bozo_Tiema_Cewe	DIVIDE		tʃ ɛ ⁵ t i ⁵ l a ⁵
1832	divide, share (sth)	gámbágè	diviser, partager (qch)	1119	Bunoge	DIVIDE		ɡ a ⁵ m b a ⁵ ɡ e ¹
1833	divide, share (sth)	kú:lɛ̀	diviser, partager (qch)	1119	Dogul_Dom	DIVIDE		k uː ⁵ l ɛ ¹
1834	divide, share (sth)	gàmbìlɛ́:	diviser, partager (qch)	1119	Donno_So	DIVIDE		ɡ a ¹ m b i ¹ l ɛː ⁵
1835	separate; share, divide	feccu-de	séparer; partager, diviser	1119	Fulfulde	DIVIDE		f e tʃ tʃ u + d e
1836	divide, share (sth)	gàmàrⁿá	diviser, partager (qch)	1119	Gourou	DIVIDE		ɡ a ¹ m a ¹ r̃ ∼ a ⁵
1837	divide, share (sth)	gàmàrⁿá	diviser, partager (qch)	1119	Jamsay	DIVIDE		ɡ a ¹ m a ¹ r̃ ∼ a ⁵
1838	divide, share (sth)	púrúgè	diviser, partager (qch)	1119	Mombo	DIVIDE		p u ⁵ r u ⁵ ɡ e ¹
1839	divide, share (sth)	ká:ŋgí-y	diviser, partager (qch)	1119	Najamba	DIVIDE		k aː ⁵ ŋ ɡ i ⁵ + j
1840	divide, share (sth)	kéríyé	diviser, partager (qch)	1120	Nanga	DIVIDE		k e ⁵ r i ⁵ j e ⁵
1841	divide, share (sth)	wélágè	diviser, partager (qch)	1119	Penange	DIVIDE		w e ⁵ l a ⁵ ɡ e ¹
1842	divide, share (sth)	gàmdá	diviser, partager (qch)	1119	Perge_Tegu	DIVIDE		ɡ a ¹ m d a ⁵
1843	[tr] divide, split up, share	zèmnà	diviser, partager	1119	Songhai_Senni	DIVIDE		z e ¹ m n a ¹
1844	divide, share (sth)	zá:ndú	partager, diviser [syn fɛ́kkɛ̀]	1120	Songhai_Kiini	DIVIDE		z aː ⁵ n d u ⁵
1845	divide, share (sth)	gèrí:	diviser, partager (qch)	1119	Tebul_Ure	DIVIDE		ɡ e ¹ r iː ⁵
1846	divide, share (sth)	úndúyó	diviser, partager (qch)	1119	Tiranige_Diga	DIVIDE		u ⁵ n d u ⁵ j o ⁵
1847	divide, share (sth)	gàmírⁿì	diviser, partager (qch)	1119	Togo_Kan	DIVIDE		ɡ a ¹ m i ⁵ r̃ ∼ i ¹
1848	divide, share (sth)	kábí-lɛ́	diviser, partager (qch)	1119	Tommo_So	DIVIDE		k a ⁵ b i ⁵ + l ɛ ⁵
1849	divide, share (sth)	hélú	diviser, partager (qch)	1119	Toro_Tegu	DIVIDE	FUL	h e ⁵ l u ⁵
1850	divide, share (sth)	gàmbúlɛ́	diviser, partager (qch)	1119	Yanda_Dom	DIVIDE		ɡ a ¹ m b u ⁵ l ɛ ⁵
1851	divide, share (sth)	gàmúrú	diviser, partager (qch)	1119	Toro_So	DIVIDE		ɡ a ¹ m u ⁵ r u ⁵
1852	divide, share (sth)	gàmálá	diviser, partager (qch)	1119	Yorno_So	DIVIDE		ɡ a ¹ m a ⁵ l a ⁵
1853	dog	ìjɛ́	chien	2009	Ampari	DOG		i ¹ dʒ ɛ ⁵
1854	dog	kùrɛ̀ɛ̀	chien	2009	Bangime	DOG	Penange	k u ¹ r ɛː ¹
1855	dog	ǹjèrûm	chien	2009	Bankan_Tey	DOG		n ¹ dʒ e ¹ r u ⁵¹ m
1856	dog	ìnjɛ̌m	chien	2009	Ben_Tey	DOG		i ¹ n dʒ ɛ ¹⁵ m
1857	dog	muⁿnuⁿ	chien	2009	Bozo_Pondori_nord	DOG		m ũ ∼ n ũ ∼
1858	dog	koⁿgoro	chien	2009	Bozo_Pondori_nord	DOG		k o ∼ ɡ o r o
1859	dog	guⁿ	chien	2009	Bozo_Tieyaxo	DOG		ɡ ũ ∼
1860	dog	kuⁿgoro	chien	2009	Bozo_Tieyaxo	DOG		k ũ ∼ ɡ o r o
1861	dog	koⁿgoro	chien	2009	Bozo_Tieyaxo	DOG		k o ∼ ɡ o r o
1862	dog	ŋuuⁿ	chien	2009	Bozo_Tieyaxo	DOG		ŋ u ũ ∼
1863	dog	kuⁿgoo	chien	2009	Bozo_Tieyaxo	DOG		k ũ ∼ ɡ o o
1864	dog	kuⁿgoro	chien	2009	Bozo_Tieyaxo	DOG		k ũ ∼ ɡ o r o
1865	dog	kuⁿgolo	chien	2009	Bozo_Tieyaxo	DOG		k ũ ∼ ɡ o l o
1866	dog	wùllê	chien	2009	Bozo_Tieyaxo	DOG		w u ¹ l l e ⁵¹
1867	dog	wùlú	chien	2009	Bozo_Tieyaxo	DOG		w u ¹ l u ⁵
1868	dog	ʔínjɛ̀	chien	2009	Bunoge	DOG		ʔ i ⁵ n dʒ ɛ ¹
1869	dog	ùŋɔ́ŋ́	chien	2009	Dogul_Dom	DOG		u ¹ ŋ ɔ ⁵ ŋ ⁵
1870	dog	ìdú	chien	2009	Donno_So	DOG		i ¹ d u ⁵
1871	dog	bilaaru	chien	2009	Fulfulde	DOG		b i l a a r u
1872	dog	ìzú	chien	2009	Gourou	DOG		i ¹ z u ⁵
1873	dog	ìjú	chien	2009	Jamsay	DOG		i ¹ dʒ u ⁵
1874	dog	kúŋgólō	chien	2009	Jenaama	DOG		k u ⁵ ŋ ɡ o ⁵ l o ³
1875	dog	ínjɛ̀	chien	2009	Mombo	DOG		i ⁵ n dʒ ɛ ¹
1876	dog	ŋ̀gwɛ̌:	chien	2009	Najamba	DOG		ŋ ¹ ɡ w ɛː ¹⁵
1877	dog	nɛ̀rⁿî	chien	2009	Nanga	DOG		n ɛ ¹ r̃ ∼ i ⁵¹
1878	dog	ŋkɛ̀	chien	2009	Penange	DOG		ŋ k ɛ ¹
1879	dog	ìšú	chien	2009	Perge_Tegu	DOG		i ¹ ʃ u ⁵
1880	[n] dog // 	hánsì	chien	2009	Songhai_Kiini	DOG		h a ⁵ n s i ¹
1881	[n] dog	hánsó	chien	2009	Songhai_Senni	DOG		h a ⁵ n s o ⁵
1882	dog	ìnjɛ̌:	chien	2009	Tebul_Ure	DOG		i ¹ n dʒ ɛː ¹⁵
1883	dog	í:njɛ́	chien	2009	Tiranige_Diga	DOG		iː ⁵ n dʒ ɛ ⁵
1884	dog	ìsí	chien	2009	Togo_Kan	DOG		i ¹ s i ⁵
1885	dog	ìsé	chien	2009	Tommo_So	DOG		i ¹ s e ⁵
1886	dog	ùjù	chien	2009	Tomo_Kan	DOG		u ¹ dʒ u ¹
1887	dog	nènú	chien	2009	Toro_Tegu	DOG		n e ¹ n u ⁵
1888	dog	ìnjɛ̀	chien	2009	Yanda_Dom	DOG		i ¹ n dʒ ɛ ¹
1889	dog	ìjú	chien	2009	Yorno_So	DOG		i ¹ dʒ u ⁵
1890	dog	ìdʒú	chien	2009	Toro_So	DOG		i ¹ d ʒ u ⁵
1891	donkey	fàlí	âne	1862	Bambara	DONKEY		f a ¹ l i ⁵
1892	donkey	kóróŋɡò	âne	1862	Bangime	DONKEY	Tiranige_Diga	k o ⁵ r o ⁵ ŋ ɡ o ¹
1893	donkey	dúrùm	âne	1862	Bankan_Tey	DONKEY		d u ⁵ r u ¹ m
1894	donkey	súrú_bɔ̀ŋgɔ̂m	âne	1862	Ben_Tey	DONKEY		s u ⁵ r u ⁵ _ b ɔ ¹ ŋ ɡ ɔ ⁵¹ m
1895	donkey	kólómù	âne	1862	Bunoge	DONKEY		k o ⁵ l o ⁵ m u ¹
1896	donkey	dúlùg	âne	1862	Dogul_Dom	DONKEY		d u ⁵ l u ¹ ɡ
1897	donkey	jàŋgúrù	âne	1862	Donno_So	DONKEY		dʒ a ¹ ŋ ɡ u ⁵ r u ¹
1898	donkey	mbabba	âne	1862	Fulfulde	DONKEY		m b a b b a
1899	donkey	zàmdúrú	âne	1862	Gourou	DONKEY		z a ¹ m d u ⁵ r u ⁵
1900	donkey	jàndúrú	âne	1862	Jamsay	DONKEY		dʒ a ¹ n d u ⁵ r u ⁵
1901	donkey	ʃēmp_ùwò	âne	1862	Jenaama	DONKEY		ʃ e ³ m p _ u ¹ w o ¹
1902	donkey	kɔ́nyɔ̀	âne	1862	Mombo	DONKEY		k ɔ ⁵ n j ɔ ¹
1903	donkey	párŋgá	âne	1862	Najamba	DONKEY	Songai	p a ⁵ r ŋ ɡ a ⁵
1904	donkey	súmáŋà	âne	1862	Nanga	DONKEY		s u ⁵ m a ⁵ ŋ a ¹
1905	donkey	kòlò_kòlò	âne	1862	Penange	DONKEY		k o ¹ l o ¹ _ k o ¹ l o ¹
1906	donkey	jàmdúrú	âne	1862	Perge_Tegu	DONKEY		dʒ a ¹ m d u ⁵ r u ⁵
1907	donkey	fárká	âne	1862	Songhai_Kiini	DONKEY		f a ⁵ r k a ⁵
1908	[n] donkey	fàrkò	âne	1862	Songhai_Senni	DONKEY		f a ¹ r k o ¹
1909	donkey	hàrê	âne	1862	Soninke	DONKEY		h a ¹ r e ⁵¹
1910	donkey	zàmdílè	âne	1862	Tebul_Ure	DONKEY		z a ¹ m d i ⁵ l e ¹
1911	donkey	kɔ́lɔ́ŋɔ̀	âne	1862	Tiranige_Diga	DONKEY		k ɔ ⁵ l ɔ ⁵ ŋ ɔ ¹
1912	donkey	jɔ̀ⁿtúrú	âne	1862	Togo_Kan	DONKEY		dʒ ɔ ∼ ¹ t u ⁵ r u ⁵
1913	donkey	jàndúlú	âne	1862	Tommo_So	DONKEY		dʒ a ¹ n d u ⁵ l u ⁵
1914	donkey	jòndù	âne	1862	Tomo_Kan	DONKEY		dʒ o ¹ n d u ¹
1915	donkey	zàndúrú	âne	1862	Toro_Tegu	DONKEY		z a ¹ n d u ⁵ r u ⁵
1916	donkey	zàmdúrú	âne	1862	Yanda_Dom	DONKEY		z a ¹ m d u ⁵ r u ⁵
1917	donkey	jàmdúl	âne	1862	Yorno_So	DONKEY		dʒ a ¹ m d u ⁵ l
1918	donkey	jàndúrú	âne	1863	Toro_So	DONKEY		dʒ a ¹ n d u ⁵ r u ⁵
1919	door (physical object)	mìrⁿà	battant de porte	1567	Bangime	DOOR		m i ¹ r̃ ∼ a ¹
1920	door shutter (wooden plank)	ta᷈:ⁿ	battant (de porte)	1567	Bankan_Tey	DOOR		t aː ∼ ¹⁵¹
1921	door shutter (wooden plank)	ta᷈:ⁿ	battant (de porte)	1567	Ben_Tey	DOOR		t aː ∼ ¹⁵¹
1922	door (physical object)	togora	porte	1567	Bozo_Debo	DOOR		t o ɡ o r a
1923	door (physical object)	lugu	porte	1567	Bozo_Hainyaxo	DOOR		l u ɡ u
